,sys_time,RPM,Speed
155,1970-01-01 00:00:18.860,1852.0,13.0
156,1970-01-01 00:00:18.960,1789.0,13.0
157,1970-01-01 00:00:19.060,1768.0,14.0
158,1970-01-01 00:00:19.200,1727.0,14.0
159,1970-01-01 00:00:19.310,1657.0,15.0
160,1970-01-01 00:00:19.410,1618.0,15.0
161,1970-01-01 00:00:19.520,1604.0,16.0
162,1970-01-01 00:00:19.630,1563.0,16.0
163,1970-01-01 00:00:19.730,1537.0,17.0
164,1970-01-01 00:00:19.840,1486.0,17.0
165,1970-01-01 00:00:19.940,1426.0,18.0
166,1970-01-01 00:00:20.040,1404.0,18.0
167,1970-01-01 00:00:20.150,1389.0,19.0
168,1970-01-01 00:00:20.250,1366.0,19.0
169,1970-01-01 00:00:20.350,1360.0,20.0
170,1970-01-01 00:00:20.480,1343.0,20.0
171,1970-01-01 00:00:20.580,1330.0,21.0
172,1970-01-01 00:00:20.680,1336.0,21.0
173,1970-01-01 00:00:20.790,1355.0,21.0
174,1970-01-01 00:00:20.890,1330.0,22.0
175,1970-01-01 00:00:20.990,1336.0,22.0
176,1970-01-01 00:00:21.090,1347.0,23.0
177,1970-01-01 00:00:21.190,1325.0,23.0
178,1970-01-01 00:00:21.290,1334.0,23.0
179,1970-01-01 00:00:21.390,1334.0,24.0
180,1970-01-01 00:00:21.510,1317.0,24.0
181,1970-01-01 00:00:21.610,1334.0,25.0
182,1970-01-01 00:00:21.720,1353.0,25.0
183,1970-01-01 00:00:21.820,1375.0,25.0
184,1970-01-01 00:00:21.920,1391.0,26.0
185,1970-01-01 00:00:22.030,1424.0,26.0
186,1970-01-01 00:00:22.140,1449.0,26.0
187,1970-01-01 00:00:22.260,1476.0,27.0
188,1970-01-01 00:00:22.390,1502.0,27.0
189,1970-01-01 00:00:22.490,1530.0,28.0
190,1970-01-01 00:00:22.620,1542.0,28.0
191,1970-01-01 00:00:22.720,1529.0,29.0
192,1970-01-01 00:00:22.840,1534.0,29.0
193,1970-01-01 00:00:22.930,1518.0,30.0
194,1970-01-01 00:00:23.070,1491.0,30.0
195,1970-01-01 00:00:23.180,1487.0,31.0
196,1970-01-01 00:00:23.300,1480.0,31.0
197,1970-01-01 00:00:23.410,1458.0,32.0
198,1970-01-01 00:00:23.520,1445.0,32.0
199,1970-01-01 00:00:23.610,1441.0,32.0
200,1970-01-01 00:00:23.710,1445.0,33.0
201,1970-01-01 00:00:23.830,1439.0,33.0
202,1970-01-01 00:00:23.920,1447.0,33.0
203,1970-01-01 00:00:24.060,1427.0,34.0
204,1970-01-01 00:00:24.160,1451.0,34.0
205,1970-01-01 00:00:24.280,1422.0,34.0
206,1970-01-01 00:00:24.400,1436.0,35.0
207,1970-01-01 00:00:24.500,1410.0,35.0
208,1970-01-01 00:00:24.600,1421.0,35.0
209,1970-01-01 00:00:24.740,1400.0,35.0
210,1970-01-01 00:00:24.850,1388.0,36.0
211,1970-01-01 00:00:24.980,1374.0,36.0
212,1970-01-01 00:00:25.090,1378.0,36.0
213,1970-01-01 00:00:25.190,1366.0,37.0
214,1970-01-01 00:00:25.310,1356.0,37.0
215,1970-01-01 00:00:25.420,1367.0,37.0
216,1970-01-01 00:00:25.530,1369.0,37.0
217,1970-01-01 00:00:25.650,1400.0,38.0
218,1970-01-01 00:00:25.760,1383.0,38.0
219,1970-01-01 00:00:25.860,1402.0,38.0
220,1970-01-01 00:00:25.950,1389.0,38.0
221,1970-01-01 00:00:26.080,1411.0,38.0
222,1970-01-01 00:00:26.190,1391.0,39.0
223,1970-01-01 00:00:26.290,1415.0,39.0
224,1970-01-01 00:00:26.390,1412.0,39.0
225,1970-01-01 00:00:26.500,1416.0,39.0
226,1970-01-01 00:00:26.590,1405.0,40.0
227,1970-01-01 00:00:26.700,1403.0,40.0
228,1970-01-01 00:00:26.800,1396.0,40.0
229,1970-01-01 00:00:26.900,1389.0,40.0
230,1970-01-01 00:00:27.030,1391.0,41.0
231,1970-01-01 00:00:27.140,1389.0,41.0
232,1970-01-01 00:00:27.250,1395.0,41.0
233,1970-01-01 00:00:27.380,1386.0,41.0
234,1970-01-01 00:00:27.490,1401.0,42.0
235,1970-01-01 00:00:27.580,1393.0,42.0
236,1970-01-01 00:00:27.690,1404.0,42.0
237,1970-01-01 00:00:27.790,1400.0,42.0
238,1970-01-01 00:00:27.880,1400.0,43.0
239,1970-01-01 00:00:27.990,1408.0,43.0
240,1970-01-01 00:00:28.090,1396.0,43.0
241,1970-01-01 00:00:28.230,1398.0,43.0
242,1970-01-01 00:00:28.350,1410.0,43.0
243,1970-01-01 00:00:28.490,1390.0,44.0
244,1970-01-01 00:00:28.590,1387.0,44.0
245,1970-01-01 00:00:28.690,1409.0,44.0
246,1970-01-01 00:00:28.790,1394.0,44.0
247,1970-01-01 00:00:28.900,1395.0,44.0
248,1970-01-01 00:00:28.990,1397.0,44.0
249,1970-01-01 00:00:29.100,1405.0,45.0
250,1970-01-01 00:00:29.210,1403.0,45.0
251,1970-01-01 00:00:29.320,1397.0,45.0
252,1970-01-01 00:00:29.450,1391.0,45.0
253,1970-01-01 00:00:29.550,1391.0,45.0
254,1970-01-01 00:00:29.650,1396.0,46.0
255,1970-01-01 00:00:29.760,1391.0,46.0
256,1970-01-01 00:00:29.850,1406.0,46.0
257,1970-01-01 00:00:29.970,1401.0,46.0
258,1970-01-01 00:00:30.080,1419.0,47.0
259,1970-01-01 00:00:30.180,1419.0,47.0
260,1970-01-01 00:00:30.310,1421.0,47.0
261,1970-01-01 00:00:30.430,1425.0,47.0
262,1970-01-01 00:00:30.520,1408.0,47.0
263,1970-01-01 00:00:30.630,1410.0,48.0
264,1970-01-01 00:00:30.740,1406.0,48.0
265,1970-01-01 00:00:30.910,1396.0,48.0
266,1970-01-01 00:00:31.010,1401.0,48.0
267,1970-01-01 00:00:31.120,1393.0,49.0
268,1970-01-01 00:00:31.220,1391.0,49.0
269,1970-01-01 00:00:31.320,1388.0,49.0
270,1970-01-01 00:00:31.430,1382.0,49.0
271,1970-01-01 00:00:31.520,1362.0,49.0
272,1970-01-01 00:00:31.620,1349.0,49.0
273,1970-01-01 00:00:31.730,1317.0,49.0
274,1970-01-01 00:00:31.830,1296.0,49.0
275,1970-01-01 00:00:31.930,1265.0,50.0
276,1970-01-01 00:00:32.050,1239.0,50.0
277,1970-01-01 00:00:32.150,1212.0,50.0
278,1970-01-01 00:00:32.270,1202.0,50.0
279,1970-01-01 00:00:32.380,1185.0,50.0
280,1970-01-01 00:00:32.470,1174.0,50.0
281,1970-01-01 00:00:32.580,1164.0,50.0
282,1970-01-01 00:00:32.680,1156.0,50.0
283,1970-01-01 00:00:32.780,1154.0,50.0
284,1970-01-01 00:00:32.890,1145.0,50.0
285,1970-01-01 00:00:33.020,1142.0,50.0
286,1970-01-01 00:00:33.120,1140.0,50.0
287,1970-01-01 00:00:33.250,1144.0,50.0
288,1970-01-01 00:00:33.350,1145.0,50.0
289,1970-01-01 00:00:33.470,1143.0,50.0
290,1970-01-01 00:00:33.580,1143.0,50.0
291,1970-01-01 00:00:33.680,1147.0,50.0
292,1970-01-01 00:00:33.780,1142.0,50.0
293,1970-01-01 00:00:33.880,1144.0,50.0
294,1970-01-01 00:00:33.990,1149.0,50.0
295,1970-01-01 00:00:34.110,1150.0,50.0
296,1970-01-01 00:00:34.210,1150.0,50.0
297,1970-01-01 00:00:34.320,1151.0,50.0
298,1970-01-01 00:00:34.420,1156.0,50.0
299,1970-01-01 00:00:34.520,1154.0,50.0
300,1970-01-01 00:00:34.620,1155.0,50.0
301,1970-01-01 00:00:34.770,1159.0,50.0
302,1970-01-01 00:00:34.870,1156.0,50.0
303,1970-01-01 00:00:34.990,1157.0,50.0
304,1970-01-01 00:00:35.080,1160.0,50.0
305,1970-01-01 00:00:35.190,1159.0,50.0
306,1970-01-01 00:00:35.290,1162.0,50.0
307,1970-01-01 00:00:35.390,1167.0,50.0
308,1970-01-01 00:00:35.500,1169.0,51.0
309,1970-01-01 00:00:35.600,1176.0,51.0
310,1970-01-01 00:00:35.730,1185.0,51.0
311,1970-01-01 00:00:35.850,1177.0,51.0
312,1970-01-01 00:00:35.950,1181.0,51.0
313,1970-01-01 00:00:36.050,1197.0,51.0
314,1970-01-01 00:00:36.150,1190.0,51.0
315,1970-01-01 00:00:36.250,1190.0,51.0
316,1970-01-01 00:00:36.350,1197.0,51.0
317,1970-01-01 00:00:36.470,1201.0,51.0
318,1970-01-01 00:00:36.590,1198.0,52.0
319,1970-01-01 00:00:36.690,1202.0,52.0
320,1970-01-01 00:00:36.790,1204.0,52.0
321,1970-01-01 00:00:36.890,1212.0,52.0
322,1970-01-01 00:00:36.990,1209.0,52.0
323,1970-01-01 00:00:37.090,1206.0,52.0
324,1970-01-01 00:00:37.200,1213.0,52.0
325,1970-01-01 00:00:37.310,1207.0,52.0
326,1970-01-01 00:00:37.420,1211.0,52.0
327,1970-01-01 00:00:37.540,1205.0,52.0
328,1970-01-01 00:00:37.630,1204.0,52.0
329,1970-01-01 00:00:37.740,1194.0,52.0
330,1970-01-01 00:00:37.840,1197.0,52.0
331,1970-01-01 00:00:37.940,1196.0,52.0
332,1970-01-01 00:00:38.070,1195.0,53.0
333,1970-01-01 00:00:38.180,1191.0,53.0
334,1970-01-01 00:00:38.280,1195.0,52.0
335,1970-01-01 00:00:38.410,1189.0,53.0
336,1970-01-01 00:00:38.510,1186.0,52.0
337,1970-01-01 00:00:38.610,1181.0,53.0
338,1970-01-01 00:00:38.700,1183.0,53.0
339,1970-01-01 00:00:38.850,1183.0,52.0
340,1970-01-01 00:00:38.950,1171.0,52.0
341,1970-01-01 00:00:39.060,1175.0,52.0
342,1970-01-01 00:00:39.160,1175.0,52.0
343,1970-01-01 00:00:39.260,1181.0,52.0
344,1970-01-01 00:00:39.390,1189.0,52.0
345,1970-01-01 00:00:39.490,1221.0,52.0
346,1970-01-01 00:00:39.640,1224.0,52.0
347,1970-01-01 00:00:39.770,1215.0,52.0
348,1970-01-01 00:00:39.880,1219.0,52.0
349,1970-01-01 00:00:39.980,1213.0,51.0
350,1970-01-01 00:00:40.080,1230.0,51.0
351,1970-01-01 00:00:40.220,1222.0,51.0
352,1970-01-01 00:00:40.310,1208.0,51.0
353,1970-01-01 00:00:40.420,1216.0,51.0
354,1970-01-01 00:00:40.530,1217.0,51.0
355,1970-01-01 00:00:40.620,1224.0,51.0
356,1970-01-01 00:00:40.750,1227.0,51.0
357,1970-01-01 00:00:40.870,1229.0,51.0
358,1970-01-01 00:00:40.970,1228.0,50.0
359,1970-01-01 00:00:41.070,1226.0,50.0
360,1970-01-01 00:00:41.180,1229.0,50.0
361,1970-01-01 00:00:41.320,1225.0,50.0
362,1970-01-01 00:00:41.440,1227.0,50.0
363,1970-01-01 00:00:41.570,1228.0,49.0
364,1970-01-01 00:00:41.710,1229.0,49.0
365,1970-01-01 00:00:41.820,1233.0,49.0
366,1970-01-01 00:00:41.920,1230.0,49.0
367,1970-01-01 00:00:42.020,1236.0,49.0
368,1970-01-01 00:00:42.130,1229.0,48.0
369,1970-01-01 00:00:42.270,1235.0,48.0
370,1970-01-01 00:00:42.370,1237.0,48.0
371,1970-01-01 00:00:42.480,1236.0,48.0
372,1970-01-01 00:00:42.610,1241.0,48.0
373,1970-01-01 00:00:42.700,1241.0,48.0
374,1970-01-01 00:00:42.840,1237.0,47.0
375,1970-01-01 00:00:42.970,1240.0,47.0
376,1970-01-01 00:00:43.060,1238.0,47.0
377,1970-01-01 00:00:43.170,1241.0,47.0
378,1970-01-01 00:00:43.330,1238.0,47.0
379,1970-01-01 00:00:43.420,1241.0,46.0
380,1970-01-01 00:00:43.530,1243.0,46.0
381,1970-01-01 00:00:43.640,1238.0,46.0
382,1970-01-01 00:00:43.740,1250.0,46.0
383,1970-01-01 00:00:43.880,1241.0,45.0
384,1970-01-01 00:00:43.980,1238.0,45.0
385,1970-01-01 00:00:44.070,1233.0,45.0
386,1970-01-01 00:00:44.180,1230.0,45.0
387,1970-01-01 00:00:44.290,1239.0,45.0
388,1970-01-01 00:00:44.380,1237.0,44.0
389,1970-01-01 00:00:44.480,1239.0,44.0
390,1970-01-01 00:00:44.590,1231.0,44.0
391,1970-01-01 00:00:44.710,1226.0,44.0
392,1970-01-01 00:00:44.810,1225.0,43.0
393,1970-01-01 00:00:44.940,1221.0,43.0
394,1970-01-01 00:00:45.030,1226.0,43.0
395,1970-01-01 00:00:45.130,1221.0,42.0
396,1970-01-01 00:00:45.240,1230.0,42.0
397,1970-01-01 00:00:45.390,1232.0,42.0
398,1970-01-01 00:00:45.520,1241.0,41.0
399,1970-01-01 00:00:45.640,1241.0,41.0
400,1970-01-01 00:00:45.740,1242.0,41.0
401,1970-01-01 00:00:45.850,1241.0,41.0
402,1970-01-01 00:00:45.950,1242.0,41.0
403,1970-01-01 00:00:46.050,1242.0,40.0
404,1970-01-01 00:00:46.160,1239.0,40.0
405,1970-01-01 00:00:46.260,1238.0,39.0
406,1970-01-01 00:00:46.360,1220.0,39.0
407,1970-01-01 00:00:46.480,1220.0,38.0
408,1970-01-01 00:00:46.640,1211.0,38.0
409,1970-01-01 00:00:46.750,1207.0,37.0
410,1970-01-01 00:00:46.860,1208.0,37.0
411,1970-01-01 00:00:46.970,1219.0,36.0
412,1970-01-01 00:00:47.070,1231.0,36.0
413,1970-01-01 00:00:47.180,1229.0,35.0
414,1970-01-01 00:00:47.320,1246.0,35.0
415,1970-01-01 00:00:47.460,1234.0,34.0
416,1970-01-01 00:00:47.580,1223.0,34.0
417,1970-01-01 00:00:47.690,1221.0,33.0
418,1970-01-01 00:00:47.810,1219.0,33.0
419,1970-01-01 00:00:47.920,1215.0,32.0
420,1970-01-01 00:00:48.050,1217.0,31.0
421,1970-01-01 00:00:48.170,1216.0,31.0
422,1970-01-01 00:00:48.280,1221.0,30.0
423,1970-01-01 00:00:48.390,1219.0,29.0
424,1970-01-01 00:00:48.510,1224.0,29.0
425,1970-01-01 00:00:48.610,1219.0,28.0
426,1970-01-01 00:00:48.730,1220.0,27.0
427,1970-01-01 00:00:48.850,1214.0,27.0
428,1970-01-01 00:00:48.950,1216.0,26.0
429,1970-01-01 00:00:49.070,1222.0,26.0
430,1970-01-01 00:00:49.160,1220.0,25.0
431,1970-01-01 00:00:49.260,1218.0,24.0
432,1970-01-01 00:00:49.410,1217.0,24.0
433,1970-01-01 00:00:49.520,1213.0,23.0
434,1970-01-01 00:00:49.630,1211.0,22.0
435,1970-01-01 00:00:49.740,1206.0,21.0
436,1970-01-01 00:00:49.880,1198.0,20.0
437,1970-01-01 00:00:49.990,1189.0,20.0
438,1970-01-01 00:00:50.100,1150.0,19.0
439,1970-01-01 00:00:50.200,1040.0,19.0
440,1970-01-01 00:00:50.300,984.0,18.0
441,1970-01-01 00:00:50.410,955.0,17.0
442,1970-01-01 00:00:50.500,1018.0,17.0
443,1970-01-01 00:00:50.610,1103.0,16.0
444,1970-01-01 00:00:50.750,1138.0,15.0
445,1970-01-01 00:00:50.870,1116.0,14.0
446,1970-01-01 00:00:50.980,1079.0,14.0
447,1970-01-01 00:00:51.080,1060.0,13.0
448,1970-01-01 00:00:51.200,1031.0,12.0
449,1970-01-01 00:00:51.330,987.0,12.0
450,1970-01-01 00:00:51.440,953.0,11.0
451,1970-01-01 00:00:51.530,928.0,11.0
452,1970-01-01 00:00:51.630,900.0,11.0
453,1970-01-01 00:00:51.740,889.0,10.0
454,1970-01-01 00:00:51.870,906.0,10.0
455,1970-01-01 00:00:51.990,934.0,10.0
456,1970-01-01 00:00:52.090,976.0,10.0
457,1970-01-01 00:00:52.190,1116.0,10.0
458,1970-01-01 00:00:52.290,1176.0,10.0
459,1970-01-01 00:00:52.440,1452.0,10.0
460,1970-01-01 00:00:52.540,1516.0,11.0
461,1970-01-01 00:00:52.650,1631.0,11.0
462,1970-01-01 00:00:52.760,1688.0,11.0
463,1970-01-01 00:00:52.860,1706.0,12.0
464,1970-01-01 00:00:52.970,1728.0,13.0
465,1970-01-01 00:00:53.070,1749.0,13.0
466,1970-01-01 00:00:53.190,1792.0,13.0
467,1970-01-01 00:00:53.290,1798.0,14.0
468,1970-01-01 00:00:53.400,1797.0,15.0
469,1970-01-01 00:00:53.520,1786.0,15.0
470,1970-01-01 00:00:53.630,1772.0,16.0
471,1970-01-01 00:00:53.720,1767.0,16.0
472,1970-01-01 00:00:53.850,1747.0,17.0
473,1970-01-01 00:00:53.950,1731.0,17.0
474,1970-01-01 00:00:54.050,1707.0,18.0
475,1970-01-01 00:00:54.150,1697.0,18.0
476,1970-01-01 00:00:54.280,1664.0,19.0
477,1970-01-01 00:00:54.390,1620.0,19.0
478,1970-01-01 00:00:54.490,1565.0,20.0
479,1970-01-01 00:00:54.590,1546.0,20.0
480,1970-01-01 00:00:54.700,1470.0,21.0
481,1970-01-01 00:00:54.790,1434.0,21.0
482,1970-01-01 00:00:54.890,1378.0,21.0
483,1970-01-01 00:00:55.050,1365.0,22.0
484,1970-01-01 00:00:55.150,1373.0,22.0
485,1970-01-01 00:00:55.260,1348.0,22.0
486,1970-01-01 00:00:55.370,1345.0,23.0
487,1970-01-01 00:00:55.490,1356.0,23.0
488,1970-01-01 00:00:55.590,1349.0,24.0
489,1970-01-01 00:00:55.710,1354.0,24.0
490,1970-01-01 00:00:55.830,1399.0,24.0
491,1970-01-01 00:00:55.940,1419.0,25.0
492,1970-01-01 00:00:56.040,1423.0,25.0
493,1970-01-01 00:00:56.150,1435.0,26.0
494,1970-01-01 00:00:56.250,1474.0,26.0
495,1970-01-01 00:00:56.380,1491.0,27.0
496,1970-01-01 00:00:56.470,1510.0,27.0
497,1970-01-01 00:00:56.580,1517.0,27.0
498,1970-01-01 00:00:56.680,1526.0,28.0
499,1970-01-01 00:00:56.810,1533.0,29.0
500,1970-01-01 00:00:56.920,1564.0,29.0
501,1970-01-01 00:00:57.020,1570.0,30.0
502,1970-01-01 00:00:57.110,1560.0,30.0
503,1970-01-01 00:00:57.210,1581.0,30.0
504,1970-01-01 00:00:57.330,1570.0,31.0
505,1970-01-01 00:00:57.450,1582.0,32.0
506,1970-01-01 00:00:57.560,1571.0,32.0
507,1970-01-01 00:00:57.660,1598.0,33.0
508,1970-01-01 00:00:57.770,1575.0,33.0
509,1970-01-01 00:00:57.870,1594.0,33.0
510,1970-01-01 00:00:57.980,1603.0,34.0
511,1970-01-01 00:00:58.100,1640.0,35.0
512,1970-01-01 00:00:58.230,1664.0,35.0
513,1970-01-01 00:00:58.330,1690.0,36.0
514,1970-01-01 00:00:58.430,1709.0,36.0
515,1970-01-01 00:00:58.530,1720.0,37.0
516,1970-01-01 00:00:58.640,1740.0,37.0
517,1970-01-01 00:00:58.740,1757.0,38.0
518,1970-01-01 00:00:58.840,1769.0,38.0
519,1970-01-01 00:00:58.950,1768.0,38.0
520,1970-01-01 00:00:59.040,1765.0,39.0
521,1970-01-01 00:00:59.170,1766.0,39.0
522,1970-01-01 00:00:59.280,1760.0,40.0
523,1970-01-01 00:00:59.380,1765.0,40.0
524,1970-01-01 00:00:59.470,1761.0,41.0
525,1970-01-01 00:00:59.580,1757.0,41.0
526,1970-01-01 00:00:59.670,1750.0,42.0
527,1970-01-01 00:00:59.780,1757.0,42.0
528,1970-01-01 00:00:59.920,1752.0,42.0
529,1970-01-01 00:01:00.010,1746.0,43.0
530,1970-01-01 00:01:00.130,1750.0,43.0
531,1970-01-01 00:01:00.220,1736.0,44.0
532,1970-01-01 00:01:00.320,1738.0,44.0
533,1970-01-01 00:01:00.430,1734.0,45.0
534,1970-01-01 00:01:00.560,1735.0,45.0
535,1970-01-01 00:01:00.700,1695.0,45.0
536,1970-01-01 00:01:00.810,1688.0,46.0
537,1970-01-01 00:01:00.940,1642.0,46.0
538,1970-01-01 00:01:01.090,1563.0,46.0
539,1970-01-01 00:01:01.190,1531.0,46.0
