system_time,timestamp,lat,lon,speed,bearing
1970-01-01 00:00:16.200,,,,,
1970-01-01 00:00:16.300,,,,,
1970-01-01 00:00:16.400,,,,,
1970-01-01 00:00:16.500,,,,,
1970-01-01 00:00:16.600,,,,,
1970-01-01 00:00:16.700,,,,,
1970-01-01 00:00:16.800,,,,,
1970-01-01 00:00:16.900,,,,,
1970-01-01 00:00:17.000,,,,,
1970-01-01 00:00:17.100,,,,,
1970-01-01 00:00:17.200,,,,,
1970-01-01 00:00:17.300,,,,,
1970-01-01 00:00:17.400,,,,,
1970-01-01 00:00:17.500,,,,,
1970-01-01 00:00:17.600,,,,,
1970-01-01 00:00:17.700,,,,,
1970-01-01 00:00:17.800,,,,,
1970-01-01 00:00:17.900,,,,,
1970-01-01 00:00:18.000,,,,,
1970-01-01 00:00:18.100,,,,,
1970-01-01 00:00:18.200,,,,,
1970-01-01 00:00:18.300,,,,,
1970-01-01 00:00:18.400,,,,,
1970-01-01 00:00:18.500,,,,,
1970-01-01 00:00:18.600,,,,,
1970-01-01 00:00:18.700,,,,,
1970-01-01 00:00:18.800,,,,,
1970-01-01 00:00:18.900,,,,,
1970-01-01 00:00:19.000,,,,,
1970-01-01 00:00:19.100,,,,,
1970-01-01 00:00:19.200,,,,,
1970-01-01 00:00:19.300,,,,,
1970-01-01 00:00:19.400,,,,,
1970-01-01 00:00:19.500,,,,,
1970-01-01 00:00:19.600,,,,,
1970-01-01 00:00:19.700,,,,,
1970-01-01 00:00:19.800,,,,,
1970-01-01 00:00:19.900,,,,,
1970-01-01 00:00:20.000,,,,,
1970-01-01 00:00:20.100,,,,,
1970-01-01 00:00:20.200,,,,,
1970-01-01 00:00:20.300,,,,,
1970-01-01 00:00:20.400,,,,,
1970-01-01 00:00:20.500,,,,,
1970-01-01 00:00:20.600,,,,,
1970-01-01 00:00:20.700,,,,,
1970-01-01 00:00:20.800,,,,,
1970-01-01 00:00:20.900,1508898553000.0,43.003424376160744,-78.78801525826772,1.7490871,266.1004
1970-01-01 00:00:21.000,,,,,
1970-01-01 00:00:21.100,,,,,
1970-01-01 00:00:21.200,,,,,
1970-01-01 00:00:21.300,,,,,
1970-01-01 00:00:21.400,,,,,
1970-01-01 00:00:21.500,,,,,
1970-01-01 00:00:21.600,,,,,
1970-01-01 00:00:21.700,,,,,
1970-01-01 00:00:21.800,,,,,
1970-01-01 00:00:21.900,1508898554000.0,43.003429045356704,-78.78804573589892,2.9748902000000004,277.81845
1970-01-01 00:00:22.000,,,,,
1970-01-01 00:00:22.100,,,,,
1970-01-01 00:00:22.200,,,,,
1970-01-01 00:00:22.300,,,,,
1970-01-01 00:00:22.400,,,,,
1970-01-01 00:00:22.500,,,,,
1970-01-01 00:00:22.600,,,,,
1970-01-01 00:00:22.700,,,,,
1970-01-01 00:00:22.800,,,,,
1970-01-01 00:00:22.900,1508898555000.0,43.00343888765113,-78.78809325850277,4.835255999999999,278.81616
1970-01-01 00:00:23.000,,,,,
1970-01-01 00:00:23.100,,,,,
1970-01-01 00:00:23.200,,,,,
1970-01-01 00:00:23.300,,,,,
1970-01-01 00:00:23.400,,,,,
1970-01-01 00:00:23.500,,,,,
1970-01-01 00:00:23.600,,,,,
1970-01-01 00:00:23.700,,,,,
1970-01-01 00:00:23.800,,,,,
1970-01-01 00:00:23.900,1508898556000.0,43.0034519130267,-78.78816212115105,6.4067755,276.51333999999997
1970-01-01 00:00:24.000,,,,,
1970-01-01 00:00:24.100,,,,,
1970-01-01 00:00:24.200,,,,,
1970-01-01 00:00:24.300,,,,,
1970-01-01 00:00:24.400,,,,,
1970-01-01 00:00:24.500,,,,,
1970-01-01 00:00:24.600,,,,,
1970-01-01 00:00:24.700,,,,,
1970-01-01 00:00:24.800,,,,,
1970-01-01 00:00:24.900,1508898557000.0,43.003465768351965,-78.78824541144407,7.630897,274.3264
1970-01-01 00:00:25.000,,,,,
1970-01-01 00:00:25.100,,,,,
1970-01-01 00:00:25.200,,,,,
1970-01-01 00:00:25.300,,,,,
1970-01-01 00:00:25.400,,,,,
1970-01-01 00:00:25.500,,,,,
1970-01-01 00:00:25.600,,,,,
1970-01-01 00:00:25.700,,,,,
1970-01-01 00:00:25.800,,,,,
1970-01-01 00:00:25.900,1508898558000.0,43.00347990080638,-78.78834078534922,8.32156,272.8704
1970-01-01 00:00:26.000,,,,,
1970-01-01 00:00:26.100,,,,,
1970-01-01 00:00:26.200,,,,,
1970-01-01 00:00:26.300,,,,,
1970-01-01 00:00:26.400,,,,,
1970-01-01 00:00:26.500,,,,,
1970-01-01 00:00:26.600,,,,,
1970-01-01 00:00:26.700,,,,,
1970-01-01 00:00:26.800,,,,,
1970-01-01 00:00:26.900,1508898559000.0,43.003491560664436,-78.78843926305028,8.584832,271.40936
1970-01-01 00:00:27.000,,,,,
1970-01-01 00:00:27.100,,,,,
1970-01-01 00:00:27.200,,,,,
1970-01-01 00:00:27.300,,,,,
1970-01-01 00:00:27.400,,,,,
1970-01-01 00:00:27.500,,,,,
1970-01-01 00:00:27.600,,,,,
1970-01-01 00:00:27.700,,,,,
1970-01-01 00:00:27.800,,,,,
1970-01-01 00:00:27.900,1508898560000.0,43.003500953208885,-78.78853758793089,8.295736999999999,269.10873
1970-01-01 00:00:28.000,,,,,
1970-01-01 00:00:28.100,,,,,
1970-01-01 00:00:28.200,,,,,
1970-01-01 00:00:28.300,,,,,
1970-01-01 00:00:28.400,,,,,
1970-01-01 00:00:28.500,,,,,
1970-01-01 00:00:28.600,,,,,
1970-01-01 00:00:28.700,,,,,
1970-01-01 00:00:28.800,,,,,
1970-01-01 00:00:28.900,1508898561000.0,43.00350654270315,-78.78863581326145,8.131146000000001,267.50485
1970-01-01 00:00:29.000,,,,,
1970-01-01 00:00:29.100,,,,,
1970-01-01 00:00:29.200,,,,,
1970-01-01 00:00:29.300,,,,,
1970-01-01 00:00:29.400,,,,,
1970-01-01 00:00:29.500,,,,,
1970-01-01 00:00:29.600,,,,,
1970-01-01 00:00:29.700,,,,,
1970-01-01 00:00:29.800,,,,,
1970-01-01 00:00:29.900,1508898562000.0,43.003509692029965,-78.78873015576349,7.907893,267.7674
1970-01-01 00:00:30.000,,,,,
1970-01-01 00:00:30.100,,,,,
1970-01-01 00:00:30.200,,,,,
1970-01-01 00:00:30.300,,,,,
1970-01-01 00:00:30.400,,,,,
1970-01-01 00:00:30.500,,,,,
1970-01-01 00:00:30.600,,,,,
1970-01-01 00:00:30.700,,,,,
1970-01-01 00:00:30.800,,,,,
1970-01-01 00:00:30.900,1508898563000.0,43.00351139487445,-78.78882014687031,7.515167,266.48357999999996
1970-01-01 00:00:31.000,,,,,
1970-01-01 00:00:31.100,,,,,
1970-01-01 00:00:31.200,,,,,
1970-01-01 00:00:31.300,,,,,
1970-01-01 00:00:31.400,,,,,
1970-01-01 00:00:31.500,,,,,
1970-01-01 00:00:31.600,,,,,
1970-01-01 00:00:31.700,,,,,
1970-01-01 00:00:31.800,,,,,
1970-01-01 00:00:31.900,1508898564000.0,43.00351313545711,-78.7889071962546,6.9753084,270.1885
1970-01-01 00:00:32.000,,,,,
1970-01-01 00:00:32.100,,,,,
1970-01-01 00:00:32.200,,,,,
1970-01-01 00:00:32.300,,,,,
1970-01-01 00:00:32.400,,,,,
1970-01-01 00:00:32.500,,,,,
1970-01-01 00:00:32.600,,,,,
1970-01-01 00:00:32.700,,,,,
1970-01-01 00:00:32.800,,,,,
1970-01-01 00:00:32.900,1508898565000.0,43.003519833390534,-78.78898275127881,6.3335930000000005,272.13275
1970-01-01 00:00:33.000,,,,,
1970-01-01 00:00:33.100,,,,,
1970-01-01 00:00:33.200,,,,,
1970-01-01 00:00:33.300,,,,,
1970-01-01 00:00:33.400,,,,,
1970-01-01 00:00:33.500,,,,,
1970-01-01 00:00:33.600,,,,,
1970-01-01 00:00:33.700,,,,,
1970-01-01 00:00:33.800,,,,,
1970-01-01 00:00:33.900,1508898566000.0,43.00353172076945,-78.78904969109351,5.348845,289.02744
1970-01-01 00:00:34.000,,,,,
1970-01-01 00:00:34.100,,,,,
1970-01-01 00:00:34.200,,,,,
1970-01-01 00:00:34.300,,,,,
1970-01-01 00:00:34.400,,,,,
1970-01-01 00:00:34.500,,,,,
1970-01-01 00:00:34.600,,,,,
1970-01-01 00:00:34.700,,,,,
1970-01-01 00:00:34.800,,,,,
1970-01-01 00:00:34.900,1508898567000.0,43.003565444403094,-78.78909688695704,5.4867992,318.15033
1970-01-01 00:00:35.000,,,,,
1970-01-01 00:00:35.100,,,,,
1970-01-01 00:00:35.200,,,,,
1970-01-01 00:00:35.300,,,,,
1970-01-01 00:00:35.400,,,,,
1970-01-01 00:00:35.500,,,,,
1970-01-01 00:00:35.600,,,,,
1970-01-01 00:00:35.700,,,,,
1970-01-01 00:00:35.800,,,,,
1970-01-01 00:00:35.900,1508898568000.0,43.0036215589818,-78.78912278484566,6.4735746,341.59476
1970-01-01 00:00:36.000,,,,,
1970-01-01 00:00:36.100,,,,,
1970-01-01 00:00:36.200,,,,,
1970-01-01 00:00:36.300,,,,,
1970-01-01 00:00:36.400,,,,,
1970-01-01 00:00:36.500,,,,,
1970-01-01 00:00:36.600,,,,,
1970-01-01 00:00:36.700,,,,,
1970-01-01 00:00:36.800,,,,,
1970-01-01 00:00:36.900,1508898569000.0,43.003692226303,-78.78912700321872,7.1364225999999995,356.9608
1970-01-01 00:00:37.000,,,,,
1970-01-01 00:00:37.100,,,,,
1970-01-01 00:00:37.200,,,,,
1970-01-01 00:00:37.300,,,,,
1970-01-01 00:00:37.400,,,,,
1970-01-01 00:00:37.500,,,,,
1970-01-01 00:00:37.600,,,,,
1970-01-01 00:00:37.700,,,,,
1970-01-01 00:00:37.800,,,,,
1970-01-01 00:00:37.900,1508898570000.0,43.00377439295981,-78.7891169858792,8.092066,4.380286
1970-01-01 00:00:38.000,,,,,
1970-01-01 00:00:38.100,,,,,
1970-01-01 00:00:38.200,,,,,
1970-01-01 00:00:38.300,,,,,
1970-01-01 00:00:38.400,,,,,
1970-01-01 00:00:38.500,,,,,
1970-01-01 00:00:38.600,,,,,
1970-01-01 00:00:38.700,,,,,
1970-01-01 00:00:38.800,,,,,
1970-01-01 00:00:38.900,1508898571000.0,43.003863062855416,-78.78909895115945,8.993678,5.483045
1970-01-01 00:00:39.000,,,,,
1970-01-01 00:00:39.100,,,,,
1970-01-01 00:00:39.200,,,,,
1970-01-01 00:00:39.300,,,,,
1970-01-01 00:00:39.400,,,,,
1970-01-01 00:00:39.500,,,,,
1970-01-01 00:00:39.600,,,,,
1970-01-01 00:00:39.700,,,,,
1970-01-01 00:00:39.800,,,,,
1970-01-01 00:00:39.900,1508898572000.0,43.00395174254368,-78.78908020621904,8.906334,6.222800299999999
1970-01-01 00:00:40.000,,,,,
1970-01-01 00:00:40.100,,,,,
1970-01-01 00:00:40.200,,,,,
1970-01-01 00:00:40.300,,,,,
1970-01-01 00:00:40.400,,,,,
1970-01-01 00:00:40.500,,,,,
1970-01-01 00:00:40.600,,,,,
1970-01-01 00:00:40.700,,,,,
1970-01-01 00:00:40.800,,,,,
1970-01-01 00:00:40.900,1508898573000.0,43.004029742620105,-78.78906133522865,7.554060499999999,5.1970434
1970-01-01 00:00:41.000,,,,,
1970-01-01 00:00:41.100,,,,,
1970-01-01 00:00:41.200,,,,,
1970-01-01 00:00:41.300,,,,,
1970-01-01 00:00:41.400,,,,,
1970-01-01 00:00:41.500,,,,,
1970-01-01 00:00:41.600,,,,,
1970-01-01 00:00:41.700,,,,,
1970-01-01 00:00:41.800,,,,,
1970-01-01 00:00:41.900,1508898574000.0,43.00409468880822,-78.78904879399,5.77402,2.282567
1970-01-01 00:00:42.000,,,,,
1970-01-01 00:00:42.100,,,,,
1970-01-01 00:00:42.200,,,,,
1970-01-01 00:00:42.300,,,,,
1970-01-01 00:00:42.400,,,,,
1970-01-01 00:00:42.500,,,,,
1970-01-01 00:00:42.600,,,,,
1970-01-01 00:00:42.700,,,,,
1970-01-01 00:00:42.800,,,,,
1970-01-01 00:00:42.900,1508898575000.0,43.00414126081604,-78.78904971368654,4.3978496,348.93875
1970-01-01 00:00:43.000,,,,,
1970-01-01 00:00:43.100,,,,,
1970-01-01 00:00:43.200,,,,,
1970-01-01 00:00:43.300,,,,,
1970-01-01 00:00:43.400,,,,,
1970-01-01 00:00:43.500,,,,,
1970-01-01 00:00:43.600,,,,,
1970-01-01 00:00:43.700,,,,,
1970-01-01 00:00:43.800,,,,,
1970-01-01 00:00:43.900,1508898576000.0,43.00417586898673,-78.78906943406375,3.8461879999999997,320.675
1970-01-01 00:00:44.000,,,,,
1970-01-01 00:00:44.100,,,,,
1970-01-01 00:00:44.200,,,,,
1970-01-01 00:00:44.300,,,,,
1970-01-01 00:00:44.400,,,,,
1970-01-01 00:00:44.500,,,,,
1970-01-01 00:00:44.600,,,,,
1970-01-01 00:00:44.700,,,,,
1970-01-01 00:00:44.800,,,,,
1970-01-01 00:00:44.900,1508898577000.0,43.00419803276645,-78.78911043324706,4.3050985,295.49915
1970-01-01 00:00:45.000,,,,,
1970-01-01 00:00:45.100,,,,,
1970-01-01 00:00:45.200,,,,,
1970-01-01 00:00:45.300,,,,,
1970-01-01 00:00:45.400,,,,,
1970-01-01 00:00:45.500,,,,,
1970-01-01 00:00:45.600,,,,,
1970-01-01 00:00:45.700,,,,,
1970-01-01 00:00:45.800,,,,,
1970-01-01 00:00:45.900,1508898578000.0,43.00421080480535,-78.78917099854353,5.322083,277.15972999999997
1970-01-01 00:00:46.000,,,,,
1970-01-01 00:00:46.100,,,,,
1970-01-01 00:00:46.200,,,,,
1970-01-01 00:00:46.300,,,,,
1970-01-01 00:00:46.400,,,,,
1970-01-01 00:00:46.500,,,,,
1970-01-01 00:00:46.600,,,,,
1970-01-01 00:00:46.700,,,,,
1970-01-01 00:00:46.800,,,,,
1970-01-01 00:00:46.900,1508898579000.0,43.004217829755525,-78.78924476173025,5.636133,273.95038
1970-01-01 00:00:47.000,,,,,
1970-01-01 00:00:47.100,,,,,
1970-01-01 00:00:47.200,,,,,
1970-01-01 00:00:47.300,,,,,
1970-01-01 00:00:47.400,,,,,
1970-01-01 00:00:47.500,,,,,
1970-01-01 00:00:47.600,,,,,
1970-01-01 00:00:47.700,,,,,
1970-01-01 00:00:47.800,,,,,
1970-01-01 00:00:47.900,1508898580000.0,43.00422255408754,-78.78931444917616,5.0437098,274.06018
1970-01-01 00:00:48.000,,,,,
1970-01-01 00:00:48.100,,,,,
1970-01-01 00:00:48.200,,,,,
1970-01-01 00:00:48.300,,,,,
1970-01-01 00:00:48.400,,,,,
1970-01-01 00:00:48.500,,,,,
1970-01-01 00:00:48.600,,,,,
1970-01-01 00:00:48.700,,,,,
1970-01-01 00:00:48.800,,,,,
1970-01-01 00:00:48.900,1508898581000.0,43.00422309079608,-78.78937363529694,4.042495300000001,267.60882999999995
1970-01-01 00:00:49.000,,,,,
1970-01-01 00:00:49.100,,,,,
1970-01-01 00:00:49.200,,,,,
1970-01-01 00:00:49.300,,,,,
1970-01-01 00:00:49.400,,,,,
1970-01-01 00:00:49.500,,,,,
1970-01-01 00:00:49.600,,,,,
1970-01-01 00:00:49.700,,,,,
1970-01-01 00:00:49.800,,,,,
1970-01-01 00:00:49.900,1508898582000.0,43.00422207305151,-78.78942798156808,4.0460987,271.05667
1970-01-01 00:00:50.000,,,,,
1970-01-01 00:00:50.100,,,,,
1970-01-01 00:00:50.200,,,,,
1970-01-01 00:00:50.300,,,,,
1970-01-01 00:00:50.400,,,,,
1970-01-01 00:00:50.500,,,,,
1970-01-01 00:00:50.600,,,,,
1970-01-01 00:00:50.700,,,,,
1970-01-01 00:00:50.800,,,,,
1970-01-01 00:00:50.900,1508898583000.0,43.00422697216764,-78.78948020215213,3.8492309999999996,290.19702
1970-01-01 00:00:51.000,,,,,
1970-01-01 00:00:51.100,,,,,
1970-01-01 00:00:51.200,,,,,
1970-01-01 00:00:51.300,,,,,
1970-01-01 00:00:51.400,,,,,
1970-01-01 00:00:51.500,,,,,
1970-01-01 00:00:51.600,,,,,
1970-01-01 00:00:51.700,,,,,
1970-01-01 00:00:51.800,,,,,
1970-01-01 00:00:51.900,1508898584000.0,43.00424958037701,-78.78952516305381,4.90808,316.54022000000003
1970-01-01 00:00:52.000,,,,,
1970-01-01 00:00:52.100,,,,,
1970-01-01 00:00:52.200,,,,,
1970-01-01 00:00:52.300,,,,,
1970-01-01 00:00:52.400,,,,,
1970-01-01 00:00:52.500,,,,,
1970-01-01 00:00:52.600,,,,,
1970-01-01 00:00:52.700,,,,,
1970-01-01 00:00:52.800,,,,,
1970-01-01 00:00:52.900,1508898585000.0,43.004291822769545,-78.78955997280049,5.880798,336.2389
1970-01-01 00:00:53.000,,,,,
1970-01-01 00:00:53.100,,,,,
1970-01-01 00:00:53.200,,,,,
1970-01-01 00:00:53.300,,,,,
1970-01-01 00:00:53.400,,,,,
1970-01-01 00:00:53.500,,,,,
1970-01-01 00:00:53.600,,,,,
1970-01-01 00:00:53.700,,,,,
1970-01-01 00:00:53.800,,,,,
1970-01-01 00:00:53.900,1508898586000.0,43.00435325732046,-78.78958501976633,7.071993400000001,345.5734
1970-01-01 00:00:54.000,,,,,
1970-01-01 00:00:54.100,,,,,
1970-01-01 00:00:54.200,,,,,
1970-01-01 00:00:54.300,,,,,
1970-01-01 00:00:54.400,,,,,
1970-01-01 00:00:54.500,,,,,
1970-01-01 00:00:54.600,,,,,
1970-01-01 00:00:54.700,,,,,
1970-01-01 00:00:54.800,,,,,
1970-01-01 00:00:54.900,1508898587000.0,43.00443083121329,-78.78960178051133,8.617984,352.33807
1970-01-01 00:00:55.000,,,,,
1970-01-01 00:00:55.100,,,,,
1970-01-01 00:00:55.200,,,,,
1970-01-01 00:00:55.300,,,,,
1970-01-01 00:00:55.400,,,,,
1970-01-01 00:00:55.500,,,,,
1970-01-01 00:00:55.600,,,,,
1970-01-01 00:00:55.700,,,,,
1970-01-01 00:00:55.800,,,,,
1970-01-01 00:00:55.900,1508898588000.0,43.00451557461132,-78.78961270566244,9.69091,354.76804
1970-01-01 00:00:56.000,,,,,
1970-01-01 00:00:56.100,,,,,
1970-01-01 00:00:56.200,,,,,
1970-01-01 00:00:56.300,,,,,
1970-01-01 00:00:56.400,,,,,
1970-01-01 00:00:56.500,,,,,
1970-01-01 00:00:56.600,,,,,
1970-01-01 00:00:56.700,,,,,
1970-01-01 00:00:56.800,,,,,
1970-01-01 00:00:56.900,1508898589000.0,43.004607124364384,-78.78961972098513,10.261558,356.56506
1970-01-01 00:00:57.000,,,,,
1970-01-01 00:00:57.100,,,,,
1970-01-01 00:00:57.200,,,,,
1970-01-01 00:00:57.300,,,,,
1970-01-01 00:00:57.400,,,,,
1970-01-01 00:00:57.500,,,,,
1970-01-01 00:00:57.600,,,,,
1970-01-01 00:00:57.700,,,,,
1970-01-01 00:00:57.800,,,,,
1970-01-01 00:00:57.900,1508898590000.0,43.004700806878226,-78.78962227392323,10.075006,358.88086
1970-01-01 00:00:58.000,,,,,
1970-01-01 00:00:58.100,,,,,
1970-01-01 00:00:58.200,,,,,
1970-01-01 00:00:58.300,,,,,
1970-01-01 00:00:58.400,,,,,
1970-01-01 00:00:58.500,,,,,
1970-01-01 00:00:58.600,,,,,
1970-01-01 00:00:58.700,,,,,
1970-01-01 00:00:58.800,,,,,
1970-01-01 00:00:58.900,1508898591000.0,43.00479417768017,-78.78961887533508,10.105443,1.0605966999999998
1970-01-01 00:00:59.000,,,,,
1970-01-01 00:00:59.100,,,,,
1970-01-01 00:00:59.200,,,,,
1970-01-01 00:00:59.300,,,,,
1970-01-01 00:00:59.400,,,,,
1970-01-01 00:00:59.500,,,,,
1970-01-01 00:00:59.600,,,,,
1970-01-01 00:00:59.700,,,,,
1970-01-01 00:00:59.800,,,,,
1970-01-01 00:00:59.900,1508898592000.0,43.00488255400466,-78.78961239982803,9.139938,2.0706366999999997
1970-01-01 00:01:00.000,,,,,
1970-01-01 00:01:00.100,,,,,
1970-01-01 00:01:00.200,,,,,
1970-01-01 00:01:00.300,,,,,
1970-01-01 00:01:00.400,,,,,
1970-01-01 00:01:00.500,,,,,
1970-01-01 00:01:00.600,,,,,
1970-01-01 00:01:00.700,,,,,
1970-01-01 00:01:00.800,,,,,
1970-01-01 00:01:00.900,1508898593000.0,43.00496045358953,-78.78960695799995,7.9866834,1.1371542
1970-01-01 00:01:01.000,,,,,
1970-01-01 00:01:01.100,,,,,
1970-01-01 00:01:01.200,,,,,
1970-01-01 00:01:01.300,,,,,
1970-01-01 00:01:01.400,,,,,
1970-01-01 00:01:01.500,,,,,
1970-01-01 00:01:01.600,,,,,
1970-01-01 00:01:01.700,,,,,
1970-01-01 00:01:01.800,,,,,
1970-01-01 00:01:01.900,1508898594000.0,43.0050219539606,-78.78960303416781,6.077083,2.067134
1970-01-01 00:01:02.000,,,,,
1970-01-01 00:01:02.100,,,,,
1970-01-01 00:01:02.200,,,,,
1970-01-01 00:01:02.300,,,,,
1970-01-01 00:01:02.400,,,,,
1970-01-01 00:01:02.500,,,,,
1970-01-01 00:01:02.600,,,,,
1970-01-01 00:01:02.700,,,,,
1970-01-01 00:01:02.800,,,,,
1970-01-01 00:01:02.900,1508898595000.0,43.0050678113765,-78.78959893571711,4.7109947,1.7344272
1970-01-01 00:01:03.000,,,,,
1970-01-01 00:01:03.100,,,,,
1970-01-01 00:01:03.200,,,,,
1970-01-01 00:01:03.300,,,,,
1970-01-01 00:01:03.400,,,,,
1970-01-01 00:01:03.500,,,,,
1970-01-01 00:01:03.600,,,,,
1970-01-01 00:01:03.700,,,,,
1970-01-01 00:01:03.800,,,,,
1970-01-01 00:01:03.900,1508898596000.0,43.00510047512174,-78.78959732079383,3.5558302000000004,2.5841327
