sys_time,RPM,Speed
1970-01-01 00:00:07.230000,1057.0RPM,7.0km/h
1970-01-01 00:00:07.320000,1065.0RPM,7.0km/h
1970-01-01 00:00:07.440000,1065.0RPM,7.0km/h
1970-01-01 00:00:07.550000,1059.0RPM,7.0km/h
1970-01-01 00:00:07.670000,1076.0RPM,7.0km/h
1970-01-01 00:00:07.790000,1066.0RPM,7.0km/h
1970-01-01 00:00:07.900000,1063.0RPM,8.0km/h
1970-01-01 00:00:08,1064.0RPM,8.0km/h
1970-01-01 00:00:08.100000,1062.0RPM,8.0km/h
1970-01-01 00:00:08.210000,1066.0RPM,8.0km/h
1970-01-01 00:00:08.300000,1059.0RPM,8.0km/h
1970-01-01 00:00:08.410000,1043.0RPM,8.0km/h
1970-01-01 00:00:08.510000,1060.0RPM,8.0km/h
1970-01-01 00:00:08.610000,1063.0RPM,8.0km/h
1970-01-01 00:00:08.710000,1072.0RPM,8.0km/h
1970-01-01 00:00:08.810000,1073.0RPM,8.0km/h
1970-01-01 00:00:08.910000,1068.0RPM,8.0km/h
1970-01-01 00:00:09.030000,1074.0RPM,9.0km/h
1970-01-01 00:00:09.130000,1058.0RPM,9.0km/h
1970-01-01 00:00:09.220000,1059.0RPM,9.0km/h
1970-01-01 00:00:09.330000,1067.0RPM,9.0km/h
1970-01-01 00:00:09.430000,1069.0RPM,9.0km/h
1970-01-01 00:00:09.520000,1060.0RPM,9.0km/h
1970-01-01 00:00:09.630000,1072.0RPM,9.0km/h
1970-01-01 00:00:09.730000,1072.0RPM,9.0km/h
1970-01-01 00:00:09.830000,1068.0RPM,9.0km/h
1970-01-01 00:00:09.930000,1055.0RPM,9.0km/h
1970-01-01 00:00:10.040000,1048.0RPM,9.0km/h
1970-01-01 00:00:10.140000,1057.0RPM,10.0km/h
1970-01-01 00:00:10.260000,1083.0RPM,10.0km/h
1970-01-01 00:00:10.360000,1114.0RPM,10.0km/h
1970-01-01 00:00:10.490000,1241.0RPM,10.0km/h
1970-01-01 00:00:10.590000,1354.0RPM,10.0km/h
1970-01-01 00:00:10.690000,1407.0RPM,10.0km/h
1970-01-01 00:00:10.790000,1452.0RPM,11.0km/h
1970-01-01 00:00:10.900000,1466.0RPM,11.0km/h
1970-01-01 00:00:11,1468.0RPM,11.0km/h
1970-01-01 00:00:11.090000,1475.0RPM,11.0km/h
1970-01-01 00:00:11.200000,1475.0RPM,12.0km/h
1970-01-01 00:00:11.310000,1489.0RPM,12.0km/h
1970-01-01 00:00:11.430000,1515.0RPM,13.0km/h
1970-01-01 00:00:11.550000,1544.0RPM,13.0km/h
1970-01-01 00:00:11.660000,1554.0RPM,13.0km/h
1970-01-01 00:00:11.760000,1517.0RPM,14.0km/h
1970-01-01 00:00:11.870000,1464.0RPM,14.0km/h
1970-01-01 00:00:12.010000,1427.0RPM,15.0km/h
1970-01-01 00:00:12.130000,1403.0RPM,15.0km/h
1970-01-01 00:00:12.230000,1400.0RPM,15.0km/h
1970-01-01 00:00:12.330000,1374.0RPM,16.0km/h
1970-01-01 00:00:12.430000,1357.0RPM,16.0km/h
1970-01-01 00:00:12.550000,1355.0RPM,16.0km/h
1970-01-01 00:00:12.650000,1341.0RPM,17.0km/h
1970-01-01 00:00:12.770000,1308.0RPM,17.0km/h
1970-01-01 00:00:12.870000,1297.0RPM,17.0km/h
1970-01-01 00:00:12.970000,1284.0RPM,18.0km/h
1970-01-01 00:00:13.070000,1279.0RPM,18.0km/h
1970-01-01 00:00:13.170000,1294.0RPM,19.0km/h
1970-01-01 00:00:13.310000,1307.0RPM,19.0km/h
1970-01-01 00:00:13.400000,1295.0RPM,20.0km/h
1970-01-01 00:00:13.500000,1287.0RPM,20.0km/h
1970-01-01 00:00:13.620000,1261.0RPM,20.0km/h
1970-01-01 00:00:13.710000,1257.0RPM,20.0km/h
1970-01-01 00:00:13.820000,1236.0RPM,21.0km/h
1970-01-01 00:00:13.950000,1245.0RPM,21.0km/h
1970-01-01 00:00:14.050000,1244.0RPM,22.0km/h
1970-01-01 00:00:14.150000,1245.0RPM,22.0km/h
1970-01-01 00:00:14.270000,1257.0RPM,22.0km/h
1970-01-01 00:00:14.370000,1245.0RPM,23.0km/h
1970-01-01 00:00:14.470000,1259.0RPM,23.0km/h
1970-01-01 00:00:14.600000,1260.0RPM,23.0km/h
1970-01-01 00:00:14.690000,1255.0RPM,24.0km/h
1970-01-01 00:00:14.790000,1260.0RPM,24.0km/h
1970-01-01 00:00:14.890000,1242.0RPM,24.0km/h
1970-01-01 00:00:14.990000,1242.0RPM,24.0km/h
1970-01-01 00:00:15.090000,1241.0RPM,25.0km/h
1970-01-01 00:00:15.190000,1241.0RPM,25.0km/h
1970-01-01 00:00:15.300000,1242.0RPM,25.0km/h
1970-01-01 00:00:15.450000,1234.0RPM,26.0km/h
1970-01-01 00:00:15.550000,1232.0RPM,26.0km/h
1970-01-01 00:00:15.650000,1234.0RPM,26.0km/h
1970-01-01 00:00:15.750000,1230.0RPM,27.0km/h
1970-01-01 00:00:15.850000,1224.0RPM,27.0km/h
1970-01-01 00:00:15.950000,1227.0RPM,27.0km/h
1970-01-01 00:00:16.050000,1221.0RPM,27.0km/h
1970-01-01 00:00:16.150000,1218.0RPM,28.0km/h
1970-01-01 00:00:16.280000,1212.0RPM,28.0km/h
1970-01-01 00:00:16.390000,1211.0RPM,28.0km/h
1970-01-01 00:00:16.490000,1213.0RPM,28.0km/h
1970-01-01 00:00:16.590000,1206.0RPM,29.0km/h
1970-01-01 00:00:16.720000,1206.0RPM,29.0km/h
1970-01-01 00:00:16.830000,1203.0RPM,29.0km/h
1970-01-01 00:00:16.950000,1201.0RPM,29.0km/h
1970-01-01 00:00:17.060000,1199.0RPM,29.0km/h
1970-01-01 00:00:17.160000,1199.0RPM,30.0km/h
1970-01-01 00:00:17.270000,1198.0RPM,30.0km/h
1970-01-01 00:00:17.370000,1196.0RPM,30.0km/h
1970-01-01 00:00:17.470000,1191.0RPM,30.0km/h
1970-01-01 00:00:17.590000,1194.0RPM,31.0km/h
1970-01-01 00:00:17.700000,1184.0RPM,31.0km/h
1970-01-01 00:00:17.800000,1185.0RPM,31.0km/h
1970-01-01 00:00:17.940000,1166.0RPM,31.0km/h
1970-01-01 00:00:18.050000,1168.0RPM,31.0km/h
1970-01-01 00:00:18.150000,1182.0RPM,32.0km/h
1970-01-01 00:00:18.250000,1192.0RPM,32.0km/h
1970-01-01 00:00:18.350000,1211.0RPM,32.0km/h
1970-01-01 00:00:18.480000,1230.0RPM,32.0km/h
1970-01-01 00:00:18.600000,1232.0RPM,32.0km/h
1970-01-01 00:00:18.710000,1235.0RPM,32.0km/h
1970-01-01 00:00:18.800000,1240.0RPM,32.0km/h
1970-01-01 00:00:18.920000,1239.0RPM,33.0km/h
1970-01-01 00:00:19.030000,1240.0RPM,33.0km/h
1970-01-01 00:00:19.120000,1243.0RPM,33.0km/h
1970-01-01 00:00:19.220000,1239.0RPM,33.0km/h
1970-01-01 00:00:19.330000,1241.0RPM,33.0km/h
1970-01-01 00:00:19.440000,1241.0RPM,33.0km/h
1970-01-01 00:00:19.540000,1247.0RPM,33.0km/h
1970-01-01 00:00:19.670000,1230.0RPM,33.0km/h
1970-01-01 00:00:19.760000,1233.0RPM,33.0km/h
1970-01-01 00:00:19.890000,1244.0RPM,33.0km/h
1970-01-01 00:00:19.990000,1229.0RPM,33.0km/h
1970-01-01 00:00:20.120000,1238.0RPM,32.0km/h
1970-01-01 00:00:20.220000,1227.0RPM,33.0km/h
1970-01-01 00:00:20.330000,1237.0RPM,32.0km/h
1970-01-01 00:00:20.460000,1236.0RPM,32.0km/h
1970-01-01 00:00:20.560000,1218.0RPM,32.0km/h
1970-01-01 00:00:20.670000,1226.0RPM,32.0km/h
1970-01-01 00:00:20.770000,1223.0RPM,32.0km/h
1970-01-01 00:00:20.890000,1225.0RPM,32.0km/h
1970-01-01 00:00:21,1230.0RPM,32.0km/h
1970-01-01 00:00:21.120000,1217.0RPM,32.0km/h
1970-01-01 00:00:21.220000,1226.0RPM,32.0km/h
1970-01-01 00:00:21.320000,1233.0RPM,32.0km/h
1970-01-01 00:00:21.440000,1227.0RPM,32.0km/h
1970-01-01 00:00:21.530000,1240.0RPM,32.0km/h
1970-01-01 00:00:21.630000,1235.0RPM,32.0km/h
1970-01-01 00:00:21.790000,1228.0RPM,32.0km/h
1970-01-01 00:00:21.880000,1225.0RPM,32.0km/h
1970-01-01 00:00:21.980000,1230.0RPM,31.0km/h
1970-01-01 00:00:22.080000,1234.0RPM,31.0km/h
1970-01-01 00:00:22.180000,1246.0RPM,31.0km/h
1970-01-01 00:00:22.290000,1251.0RPM,31.0km/h
1970-01-01 00:00:22.400000,1239.0RPM,31.0km/h
1970-01-01 00:00:22.490000,1239.0RPM,31.0km/h
1970-01-01 00:00:22.610000,1238.0RPM,31.0km/h
1970-01-01 00:00:22.710000,1223.0RPM,31.0km/h
1970-01-01 00:00:22.840000,1235.0RPM,31.0km/h
1970-01-01 00:00:22.940000,1245.0RPM,31.0km/h
1970-01-01 00:00:23.060000,1224.0RPM,30.0km/h
1970-01-01 00:00:23.160000,1228.0RPM,30.0km/h
1970-01-01 00:00:23.270000,1236.0RPM,30.0km/h
1970-01-01 00:00:23.370000,1222.0RPM,30.0km/h
1970-01-01 00:00:23.520000,1215.0RPM,29.0km/h
1970-01-01 00:00:23.620000,1203.0RPM,29.0km/h
1970-01-01 00:00:23.720000,1216.0RPM,29.0km/h
1970-01-01 00:00:23.850000,1205.0RPM,29.0km/h
1970-01-01 00:00:23.960000,1222.0RPM,28.0km/h
1970-01-01 00:00:24.080000,1211.0RPM,28.0km/h
1970-01-01 00:00:24.190000,1200.0RPM,28.0km/h
1970-01-01 00:00:24.290000,1215.0RPM,27.0km/h
1970-01-01 00:00:24.400000,1207.0RPM,27.0km/h
1970-01-01 00:00:24.490000,1200.0RPM,26.0km/h
1970-01-01 00:00:24.590000,1226.0RPM,26.0km/h
1970-01-01 00:00:24.700000,1209.0RPM,26.0km/h
1970-01-01 00:00:24.790000,1190.0RPM,25.0km/h
1970-01-01 00:00:24.900000,1201.0RPM,25.0km/h
1970-01-01 00:00:25,1192.0RPM,24.0km/h
1970-01-01 00:00:25.100000,1176.0RPM,24.0km/h
1970-01-01 00:00:25.210000,1169.0RPM,23.0km/h
1970-01-01 00:00:25.310000,1184.0RPM,22.0km/h
1970-01-01 00:00:25.430000,1185.0RPM,22.0km/h
1970-01-01 00:00:25.540000,1192.0RPM,21.0km/h
1970-01-01 00:00:25.670000,1196.0RPM,20.0km/h
1970-01-01 00:00:25.760000,1167.0RPM,20.0km/h
1970-01-01 00:00:25.870000,1161.0RPM,20.0km/h
1970-01-01 00:00:25.970000,1162.0RPM,19.0km/h
1970-01-01 00:00:26.070000,1150.0RPM,18.0km/h
1970-01-01 00:00:26.180000,1146.0RPM,17.0km/h
1970-01-01 00:00:26.280000,1149.0RPM,16.0km/h
1970-01-01 00:00:26.380000,1161.0RPM,16.0km/h
1970-01-01 00:00:26.490000,1179.0RPM,15.0km/h
1970-01-01 00:00:26.590000,1187.0RPM,14.0km/h
1970-01-01 00:00:26.680000,1188.0RPM,14.0km/h
1970-01-01 00:00:26.790000,1153.0RPM,13.0km/h
1970-01-01 00:00:26.900000,1137.0RPM,13.0km/h
1970-01-01 00:00:26.990000,1130.0RPM,12.0km/h
1970-01-01 00:00:27.100000,1123.0RPM,12.0km/h
1970-01-01 00:00:27.210000,1131.0RPM,12.0km/h
1970-01-01 00:00:27.300000,1152.0RPM,12.0km/h
1970-01-01 00:00:27.410000,1168.0RPM,12.0km/h
1970-01-01 00:00:27.520000,1161.0RPM,12.0km/h
1970-01-01 00:00:27.610000,1236.0RPM,12.0km/h
1970-01-01 00:00:27.710000,1269.0RPM,12.0km/h
1970-01-01 00:00:27.840000,1332.0RPM,13.0km/h
1970-01-01 00:00:27.940000,1359.0RPM,13.0km/h
1970-01-01 00:00:28.070000,1372.0RPM,13.0km/h
1970-01-01 00:00:28.180000,1381.0RPM,13.0km/h
1970-01-01 00:00:28.280000,1380.0RPM,13.0km/h
1970-01-01 00:00:28.380000,1393.0RPM,14.0km/h
1970-01-01 00:00:28.480000,1408.0RPM,14.0km/h
1970-01-01 00:00:28.580000,1442.0RPM,14.0km/h
1970-01-01 00:00:28.690000,1485.0RPM,14.0km/h
1970-01-01 00:00:28.800000,1502.0RPM,14.0km/h
1970-01-01 00:00:28.900000,1526.0RPM,15.0km/h
1970-01-01 00:00:29,1535.0RPM,15.0km/h
1970-01-01 00:00:29.110000,1560.0RPM,15.0km/h
1970-01-01 00:00:29.230000,1575.0RPM,16.0km/h
1970-01-01 00:00:29.330000,1585.0RPM,16.0km/h
1970-01-01 00:00:29.470000,1596.0RPM,17.0km/h
1970-01-01 00:00:29.570000,1600.0RPM,17.0km/h
1970-01-01 00:00:29.680000,1599.0RPM,17.0km/h
1970-01-01 00:00:29.780000,1591.0RPM,18.0km/h
1970-01-01 00:00:29.880000,1589.0RPM,18.0km/h
1970-01-01 00:00:29.990000,1596.0RPM,19.0km/h
1970-01-01 00:00:30.090000,1598.0RPM,19.0km/h
1970-01-01 00:00:30.190000,1592.0RPM,19.0km/h
1970-01-01 00:00:30.330000,1554.0RPM,20.0km/h
1970-01-01 00:00:30.440000,1518.0RPM,20.0km/h
1970-01-01 00:00:30.530000,1507.0RPM,20.0km/h
1970-01-01 00:00:30.660000,1473.0RPM,21.0km/h
1970-01-01 00:00:30.790000,1443.0RPM,21.0km/h
1970-01-01 00:00:30.880000,1402.0RPM,22.0km/h
1970-01-01 00:00:30.990000,1373.0RPM,22.0km/h
1970-01-01 00:00:31.090000,1330.0RPM,23.0km/h
1970-01-01 00:00:31.210000,1320.0RPM,23.0km/h
1970-01-01 00:00:31.310000,1327.0RPM,24.0km/h
1970-01-01 00:00:31.440000,1330.0RPM,24.0km/h
1970-01-01 00:00:31.550000,1328.0RPM,24.0km/h
1970-01-01 00:00:31.650000,1338.0RPM,24.0km/h
1970-01-01 00:00:31.750000,1356.0RPM,25.0km/h
1970-01-01 00:00:31.900000,1378.0RPM,26.0km/h
1970-01-01 00:00:32.020000,1409.0RPM,26.0km/h
1970-01-01 00:00:32.120000,1418.0RPM,26.0km/h
1970-01-01 00:00:32.220000,1454.0RPM,27.0km/h
1970-01-01 00:00:32.330000,1466.0RPM,27.0km/h
1970-01-01 00:00:32.430000,1469.0RPM,28.0km/h
1970-01-01 00:00:32.540000,1499.0RPM,28.0km/h
1970-01-01 00:00:32.670000,1500.0RPM,29.0km/h
1970-01-01 00:00:32.780000,1497.0RPM,29.0km/h
1970-01-01 00:00:32.870000,1519.0RPM,29.0km/h
1970-01-01 00:00:32.980000,1527.0RPM,30.0km/h
1970-01-01 00:00:33.080000,1532.0RPM,30.0km/h
1970-01-01 00:00:33.180000,1544.0RPM,31.0km/h
1970-01-01 00:00:33.300000,1544.0RPM,31.0km/h
1970-01-01 00:00:33.410000,1545.0RPM,32.0km/h
1970-01-01 00:00:33.510000,1544.0RPM,32.0km/h
1970-01-01 00:00:33.620000,1533.0RPM,32.0km/h
1970-01-01 00:00:33.720000,1535.0RPM,33.0km/h
1970-01-01 00:00:33.850000,1483.0RPM,33.0km/h
1970-01-01 00:00:33.970000,1427.0RPM,33.0km/h
1970-01-01 00:00:34.060000,1407.0RPM,33.0km/h
1970-01-01 00:00:34.160000,1369.0RPM,33.0km/h
1970-01-01 00:00:34.290000,1337.0RPM,33.0km/h
1970-01-01 00:00:34.380000,1294.0RPM,33.0km/h
1970-01-01 00:00:34.480000,1289.0RPM,33.0km/h
1970-01-01 00:00:34.590000,1256.0RPM,33.0km/h
1970-01-01 00:00:34.690000,1246.0RPM,34.0km/h
1970-01-01 00:00:34.790000,1233.0RPM,34.0km/h
1970-01-01 00:00:34.890000,1225.0RPM,33.0km/h
1970-01-01 00:00:35,1221.0RPM,34.0km/h
1970-01-01 00:00:35.100000,1209.0RPM,33.0km/h
1970-01-01 00:00:35.220000,1214.0RPM,33.0km/h
1970-01-01 00:00:35.320000,1210.0RPM,33.0km/h
1970-01-01 00:00:35.450000,1207.0RPM,33.0km/h
1970-01-01 00:00:35.550000,1212.0RPM,33.0km/h
1970-01-01 00:00:35.670000,1198.0RPM,33.0km/h
1970-01-01 00:00:35.800000,1203.0RPM,33.0km/h
1970-01-01 00:00:35.910000,1207.0RPM,33.0km/h
1970-01-01 00:00:36.010000,1202.0RPM,33.0km/h
1970-01-01 00:00:36.130000,1209.0RPM,33.0km/h
1970-01-01 00:00:36.240000,1217.0RPM,33.0km/h
1970-01-01 00:00:36.350000,1202.0RPM,33.0km/h
1970-01-01 00:00:36.470000,1229.0RPM,33.0km/h
1970-01-01 00:00:36.570000,1219.0RPM,33.0km/h
1970-01-01 00:00:36.700000,1193.0RPM,33.0km/h
1970-01-01 00:00:36.830000,1232.0RPM,32.0km/h
1970-01-01 00:00:36.940000,1211.0RPM,32.0km/h
1970-01-01 00:00:37.050000,1198.0RPM,32.0km/h
1970-01-01 00:00:37.150000,1221.0RPM,32.0km/h
1970-01-01 00:00:37.260000,1227.0RPM,32.0km/h
1970-01-01 00:00:37.360000,1218.0RPM,32.0km/h
1970-01-01 00:00:37.460000,1203.0RPM,32.0km/h
1970-01-01 00:00:37.560000,1205.0RPM,31.0km/h
1970-01-01 00:00:37.670000,1206.0RPM,31.0km/h
1970-01-01 00:00:37.810000,1202.0RPM,31.0km/h
1970-01-01 00:00:37.920000,1200.0RPM,31.0km/h
1970-01-01 00:00:38.020000,1203.0RPM,30.0km/h
1970-01-01 00:00:38.120000,1204.0RPM,30.0km/h
1970-01-01 00:00:38.230000,1197.0RPM,29.0km/h
1970-01-01 00:00:38.360000,1199.0RPM,29.0km/h
1970-01-01 00:00:38.480000,1195.0RPM,28.0km/h
1970-01-01 00:00:38.590000,1188.0RPM,28.0km/h
1970-01-01 00:00:38.720000,1204.0RPM,28.0km/h
1970-01-01 00:00:38.820000,1207.0RPM,27.0km/h
1970-01-01 00:00:38.920000,1201.0RPM,27.0km/h
1970-01-01 00:00:39.030000,1195.0RPM,26.0km/h
1970-01-01 00:00:39.130000,1198.0RPM,26.0km/h
1970-01-01 00:00:39.260000,1208.0RPM,26.0km/h
1970-01-01 00:00:39.370000,1205.0RPM,25.0km/h
1970-01-01 00:00:39.470000,1194.0RPM,24.0km/h
1970-01-01 00:00:39.580000,1192.0RPM,24.0km/h
1970-01-01 00:00:39.700000,1187.0RPM,23.0km/h
1970-01-01 00:00:39.790000,1189.0RPM,23.0km/h
1970-01-01 00:00:39.900000,1177.0RPM,23.0km/h
1970-01-01 00:00:40.010000,1184.0RPM,22.0km/h
1970-01-01 00:00:40.100000,1182.0RPM,21.0km/h
1970-01-01 00:00:40.210000,1174.0RPM,21.0km/h
1970-01-01 00:00:40.310000,1170.0RPM,20.0km/h
1970-01-01 00:00:40.410000,1164.0RPM,19.0km/h
1970-01-01 00:00:40.520000,1178.0RPM,19.0km/h
1970-01-01 00:00:40.620000,1179.0RPM,18.0km/h
1970-01-01 00:00:40.710000,1180.0RPM,18.0km/h
1970-01-01 00:00:40.820000,1165.0RPM,17.0km/h
1970-01-01 00:00:40.920000,1148.0RPM,16.0km/h
1970-01-01 00:00:41.060000,1142.0RPM,16.0km/h
1970-01-01 00:00:41.160000,1147.0RPM,15.0km/h
1970-01-01 00:00:41.290000,1166.0RPM,14.0km/h
1970-01-01 00:00:41.390000,1167.0RPM,14.0km/h
1970-01-01 00:00:41.500000,1162.0RPM,13.0km/h
1970-01-01 00:00:41.640000,1141.0RPM,12.0km/h
1970-01-01 00:00:41.730000,1121.0RPM,12.0km/h
1970-01-01 00:00:41.840000,1089.0RPM,12.0km/h
1970-01-01 00:00:41.950000,1063.0RPM,11.0km/h
1970-01-01 00:00:42.050000,1055.0RPM,11.0km/h
1970-01-01 00:00:42.150000,1033.0RPM,10.0km/h
1970-01-01 00:00:42.300000,1016.0RPM,9.0km/h
1970-01-01 00:00:42.390000,998.0RPM,9.0km/h
1970-01-01 00:00:42.490000,980.0RPM,8.0km/h
1970-01-01 00:00:42.600000,963.0RPM,8.0km/h
1970-01-01 00:00:42.720000,948.0RPM,7.0km/h
1970-01-01 00:00:42.820000,945.0RPM,7.0km/h
1970-01-01 00:00:42.930000,943.0RPM,6.0km/h
1970-01-01 00:00:43.020000,936.0RPM,6.0km/h
1970-01-01 00:00:43.130000,928.0RPM,5.0km/h
1970-01-01 00:00:43.260000,918.0RPM,5.0km/h
1970-01-01 00:00:43.360000,913.0RPM,4.0km/h
1970-01-01 00:00:43.490000,909.0RPM,4.0km/h
1970-01-01 00:00:43.600000,910.0RPM,3.0km/h
1970-01-01 00:00:43.700000,917.0RPM,3.0km/h
1970-01-01 00:00:43.800000,912.0RPM,3.0km/h
1970-01-01 00:00:43.910000,908.0RPM,2.0km/h
1970-01-01 00:00:44.040000,906.0RPM,2.0km/h
1970-01-01 00:00:44.150000,910.0RPM,1.0km/h
1970-01-01 00:00:44.260000,917.0RPM,0.0km/h
1970-01-01 00:00:44.350000,925.0RPM,0.0km/h
1970-01-01 00:00:44.460000,928.0RPM,0.0km/h
1970-01-01 00:00:44.560000,925.0RPM,0.0km/h
1970-01-01 00:00:44.660000,929.0RPM,0.0km/h
1970-01-01 00:00:44.760000,921.0RPM,0.0km/h
1970-01-01 00:00:44.880000,922.0RPM,0.0km/h
1970-01-01 00:00:44.980000,920.0RPM,0.0km/h
1970-01-01 00:00:45.080000,930.0RPM,0.0km/h
1970-01-01 00:00:45.180000,933.0RPM,0.0km/h
1970-01-01 00:00:45.280000,932.0RPM,0.0km/h
1970-01-01 00:00:45.380000,933.0RPM,0.0km/h
1970-01-01 00:00:45.480000,937.0RPM,0.0km/h
1970-01-01 00:00:45.580000,935.0RPM,0.0km/h
1970-01-01 00:00:45.680000,934.0RPM,0.0km/h
1970-01-01 00:00:45.780000,935.0RPM,0.0km/h
1970-01-01 00:00:45.880000,937.0RPM,0.0km/h
1970-01-01 00:00:45.980000,931.0RPM,0.0km/h
1970-01-01 00:00:46.100000,931.0RPM,0.0km/h
1970-01-01 00:00:46.200000,935.0RPM,0.0km/h
1970-01-01 00:00:46.310000,943.0RPM,0.0km/h
1970-01-01 00:00:46.420000,946.0RPM,0.0km/h
1970-01-01 00:00:46.520000,944.0RPM,0.0km/h
1970-01-01 00:00:46.620000,938.0RPM,0.0km/h
1970-01-01 00:00:46.720000,938.0RPM,0.0km/h
1970-01-01 00:00:46.820000,943.0RPM,0.0km/h
1970-01-01 00:00:46.930000,940.0RPM,0.0km/h
1970-01-01 00:00:47.030000,939.0RPM,0.0km/h
1970-01-01 00:00:47.150000,941.0RPM,0.0km/h
1970-01-01 00:00:47.250000,938.0RPM,0.0km/h
1970-01-01 00:00:47.350000,935.0RPM,0.0km/h
1970-01-01 00:00:47.500000,926.0RPM,0.0km/h
1970-01-01 00:00:47.600000,929.0RPM,0.0km/h
1970-01-01 00:00:47.710000,929.0RPM,0.0km/h
1970-01-01 00:00:47.810000,936.0RPM,0.0km/h
1970-01-01 00:00:47.950000,936.0RPM,0.0km/h
1970-01-01 00:00:48.050000,933.0RPM,0.0km/h
1970-01-01 00:00:48.150000,936.0RPM,0.0km/h
1970-01-01 00:00:48.260000,936.0RPM,0.0km/h
1970-01-01 00:00:48.360000,938.0RPM,0.0km/h
1970-01-01 00:00:48.460000,943.0RPM,0.0km/h
1970-01-01 00:00:48.560000,944.0RPM,0.0km/h
1970-01-01 00:00:48.660000,940.0RPM,0.0km/h
1970-01-01 00:00:48.790000,941.0RPM,0.0km/h
1970-01-01 00:00:48.890000,940.0RPM,0.0km/h
1970-01-01 00:00:48.990000,943.0RPM,0.0km/h
1970-01-01 00:00:49.080000,944.0RPM,0.0km/h
1970-01-01 00:00:49.190000,942.0RPM,0.0km/h
1970-01-01 00:00:49.290000,938.0RPM,0.0km/h
1970-01-01 00:00:49.390000,930.0RPM,0.0km/h
1970-01-01 00:00:49.490000,927.0RPM,0.0km/h
1970-01-01 00:00:49.600000,924.0RPM,0.0km/h
1970-01-01 00:00:49.720000,927.0RPM,0.0km/h
1970-01-01 00:00:49.820000,926.0RPM,0.0km/h
1970-01-01 00:00:49.950000,927.0RPM,0.0km/h
1970-01-01 00:00:50.040000,916.0RPM,0.0km/h
1970-01-01 00:00:50.150000,916.0RPM,0.0km/h
1970-01-01 00:00:50.250000,914.0RPM,0.0km/h
1970-01-01 00:00:50.350000,911.0RPM,0.0km/h
1970-01-01 00:00:50.480000,912.0RPM,0.0km/h
1970-01-01 00:00:50.590000,910.0RPM,0.0km/h
1970-01-01 00:00:50.690000,915.0RPM,0.0km/h
1970-01-01 00:00:50.820000,906.0RPM,0.0km/h
1970-01-01 00:00:50.920000,907.0RPM,0.0km/h
