"timestamp","RPM","Speed","Consumption_Rate","AirFuelRatio","ThrottlePosition","MassAirFlow","FuelType","FuelLevel","FuelTrim","WidebandAirFuelRatio","EngineLoad","AirIntakeTemperature","AmbientAirTemperature","EngineCoolantTemperature","FuelPressure","DistanceMIL","DistanceSinceCCC","EquivalentRatio","IgnitionMonitor","ModuleVoltage","PendingTroubleCodes"
"1508970618962","1036RPM","21km/h"
"1508970619069","1110RPM","21km/h"
"1508970619176","1246RPM","21km/h"
"1508970619279","1253RPM","21km/h"
"1508970619391","1240RPM","21km/h"
"1508970619487","1213RPM","21km/h"
"1508970619593","1203RPM","20km/h"
"1508970619697","1202RPM","20km/h"
"1508970619819","1198RPM","20km/h"
"1508970619948","1188RPM","19km/h"
"1508970620050","1176RPM","19km/h"
"1508970620141","1168RPM","18km/h"
"1508970620248","1138RPM","18km/h"
"1508970620373","1123RPM","17km/h"
"1508970620470","1121RPM","17km/h"
"1508970620568","1116RPM","16km/h"
"1508970620670","1114RPM","16km/h"
"1508970620768","1131RPM","16km/h"
"1508970620873","1139RPM","16km/h"
"1508970620972","1147RPM","15km/h"
"1508970621093","1152RPM","15km/h"
"1508970621204","1140RPM","14km/h"
"1508970621306","1128RPM","14km/h"
"1508970621405","1120RPM","14km/h"
"1508970621514","1092RPM","13km/h"
"1508970621619","1080RPM","13km/h"
"1508970621743","1058RPM","12km/h"
"1508970621842","1029RPM","12km/h"
"1508970621995","1003RPM","11km/h"
"1508970622087","991RPM","11km/h"
"1508970622193","990RPM","11km/h"
"1508970622293","987RPM","11km/h"
"1508970622417","980RPM","10km/h"
"1508970622523","976RPM","10km/h"
"1508970622652","952RPM","10km/h"
"1508970622754","941RPM","10km/h"
"1508970622857","921RPM","9km/h"
"1508970622962","914RPM","9km/h"
"1508970623058","918RPM","9km/h"
"1508970623161","926RPM","9km/h"
"1508970623287","944RPM","9km/h"
"1508970623382","958RPM","9km/h"
"1508970623487","960RPM","9km/h"
"1508970623586","967RPM","9km/h"
"1508970623684","967RPM","9km/h"
"1508970623786","971RPM","9km/h"
"1508970623888","974RPM","9km/h"
"1508970623986","980RPM","9km/h"
"1508970624120","1030RPM","9km/h"
"1508970624226","1084RPM","9km/h"
"1508970624349","1144RPM","9km/h"
"1508970624464","1177RPM","9km/h"
"1508970624572","1190RPM","9km/h"
"1508970624668","1208RPM","9km/h"
"1508970624773","1218RPM","9km/h"
"1508970624876","1218RPM","10km/h"
"1508970624966","1210RPM","10km/h"
"1508970625072","1212RPM","10km/h"
"1508970625174","1206RPM","10km/h"
"1508970625321","1199RPM","10km/h"
"1508970625431","1197RPM","10km/h"
"1508970625537","1195RPM","10km/h"
"1508970625658","1200RPM","10km/h"
"1508970625759","1201RPM","10km/h"
"1508970625888","1213RPM","10km/h"
"1508970625978","1227RPM","10km/h"
"1508970626082","1230RPM","11km/h"
"1508970626188","1236RPM","11km/h"
"1508970626286","1238RPM","11km/h"
"1508970626387","1241RPM","11km/h"
"1508970626493","1236RPM","11km/h"
"1508970626584","1231RPM","11km/h"
"1508970626720","1222RPM","11km/h"
"1508970626851","1222RPM","11km/h"
"1508970626955","1235RPM","11km/h"
"1508970627073","1257RPM","11km/h"
"1508970627177","1281RPM","11km/h"
"1508970627275","1328RPM","11km/h"
"1508970627386","1347RPM","12km/h"
"1508970627499","1403RPM","12km/h"
"1508970627591","1508RPM","12km/h"
"1508970627694","1557RPM","12km/h"
"1508970627837","1664RPM","13km/h"
"1508970627927","1750RPM","13km/h"
"1508970628059","1787RPM","14km/h"
"1508970628167","1771RPM","14km/h"
"1508970628291","1750RPM","15km/h"
"1508970628395","1738RPM","16km/h"
"1508970628506","1721RPM","16km/h"
"1508970628599","1714RPM","16km/h"
"1508970628711","1709RPM","17km/h"
"1508970628812","1719RPM","17km/h"
"1508970628907","1714RPM","18km/h"
"1508970629014","1682RPM","19km/h"
"1508970629120","1660RPM","19km/h"
"1508970629219","1618RPM","19km/h"
"1508970629325","1573RPM","20km/h"
"1508970629431","1560RPM","20km/h"
"1508970629531","1517RPM","21km/h"
"1508970629635","1441RPM","21km/h"
"1508970629743","1420RPM","22km/h"
"1508970629841","1391RPM","22km/h"
"1508970629942","1379RPM","23km/h"
"1508970630072","1363RPM","23km/h"
"1508970630196","1345RPM","24km/h"
"1508970630309","1312RPM","24km/h"
"1508970630415","1285RPM","24km/h"
"1508970630523","1294RPM","24km/h"
"1508970630623","1355RPM","24km/h"
"1508970630751","1333RPM","24km/h"
"1508970630848","1290RPM","24km/h"
"1508970630960","1224RPM","24km/h"
"1508970631067","1151RPM","24km/h"
"1508970631165","1064RPM","24km/h"
"1508970631298","1083RPM","24km/h"
"1508970631405","1132RPM","24km/h"
"1508970631508","1235RPM","24km/h"
"1508970631611","1262RPM","24km/h"
"1508970631719","1254RPM","24km/h"
"1508970631849","1223RPM","23km/h"
"1508970631956","1179RPM","23km/h"
"1508970632064","1139RPM","23km/h"
"1508970632159","1135RPM","23km/h"
"1508970632286","1180RPM","23km/h"
"1508970632401","1202RPM","23km/h"
"1508970632499","1217RPM","23km/h"
"1508970632603","1216RPM","23km/h"
"1508970632706","1214RPM","23km/h"
"1508970632799","1207RPM","23km/h"
"1508970632905","1206RPM","23km/h"
"1508970633014","1204RPM","23km/h"
"1508970633115","1191RPM","23km/h"
"1508970633220","1167RPM","23km/h"
"1508970633329","1163RPM","23km/h"
"1508970633420","1149RPM","22km/h"
"1508970633533","1121RPM","22km/h"
"1508970633642","1111RPM","22km/h"
"1508970633745","1118RPM","22km/h"
"1508970633858","1107RPM","22km/h"
"1508970633952","1106RPM","22km/h"
"1508970634041","1103RPM","22km/h"
"1508970634147","1117RPM","22km/h"
"1508970634247","1133RPM","21km/h"
"1508970634342","1130RPM","21km/h"
"1508970634440","1127RPM","21km/h"
"1508970634548","1126RPM","21km/h"
"1508970634646","1137RPM","20km/h"
"1508970634757","1137RPM","20km/h"
"1508970634869","1128RPM","20km/h"
"1508970634961","1123RPM","19km/h"
"1508970635063","1120RPM","19km/h"
"1508970635166","1121RPM","19km/h"
"1508970635267","1104RPM","19km/h"
"1508970635370","1104RPM","18km/h"
"1508970635476","1097RPM","18km/h"
"1508970635576","1108RPM","17km/h"
"1508970635686","1108RPM","17km/h"
"1508970635789","1106RPM","17km/h"
"1508970635911","1094RPM","16km/h"
"1508970636031","1097RPM","16km/h"
"1508970636135","1099RPM","15km/h"
"1508970636232","1102RPM","15km/h"
"1508970636341","1101RPM","15km/h"
"1508970636449","1102RPM","14km/h"
"1508970636554","1069RPM","14km/h"
"1508970636663","1067RPM","14km/h"
"1508970636795","1063RPM","14km/h"
"1508970636918","1063RPM","13km/h"
"1508970637029","1050RPM","13km/h"
"1508970637142","1045RPM","13km/h"
"1508970637270","1042RPM","13km/h"
"1508970637362","1041RPM","13km/h"
"1508970637469","1047RPM","13km/h"
"1508970637565","1036RPM","13km/h"
"1508970637700","1029RPM","13km/h"
"1508970637800","1034RPM","13km/h"
"1508970637921","1030RPM","13km/h"
"1508970638016","1035RPM","12km/h"
"1508970638121","1111RPM","12km/h"
"1508970638248","1252RPM","12km/h"
"1508970638351","1431RPM","13km/h"
"1508970638484","1626RPM","13km/h"
"1508970638593","1773RPM","13km/h"
"1508970638698","1837RPM","14km/h"
"1508970638805","1916RPM","14km/h"
"1508970638900","1927RPM","15km/h"
"1508970639009","1902RPM","15km/h"
"1508970639113","1844RPM","16km/h"
"1508970639205","1818RPM","16km/h"
"1508970639311","1780RPM","17km/h"
"1508970639416","1753RPM","17km/h"
"1508970639536","1703RPM","18km/h"
"1508970639643","1668RPM","18km/h"
"1508970639743","1587RPM","19km/h"
"1508970639874","1459RPM","19km/h"
"1508970639979","1402RPM","19km/h"
"1508970640082","1320RPM","19km/h"
"1508970640202","1305RPM","19km/h"
"1508970640307","1293RPM","20km/h"
"1508970640410","1245RPM","20km/h"
"1508970640531","1233RPM","20km/h"
"1508970640641","1229RPM","20km/h"
"1508970640743","1237RPM","20km/h"
"1508970640868","1281RPM","20km/h"
"1508970640996","1291RPM","20km/h"
"1508970641148","1282RPM","20km/h"
"1508970641247","1285RPM","20km/h"
"1508970641351","1312RPM","20km/h"
"1508970641458","1322RPM","20km/h"
"1508970641556","1335RPM","20km/h"
"1508970641686","1302RPM","20km/h"
"1508970641794","1279RPM","20km/h"
"1508970641887","1221RPM","20km/h"
"1508970641995","1169RPM","20km/h"
"1508970642101","1145RPM","20km/h"
"1508970642193","1091RPM","20km/h"
"1508970642304","1071RPM","19km/h"
"1508970642430","1073RPM","19km/h"
"1508970642524","1157RPM","19km/h"
"1508970642632","1182RPM","18km/h"
"1508970642733","1188RPM","18km/h"
"1508970642824","1164RPM","17km/h"
"1508970642925","1132RPM","17km/h"
"1508970643030","1092RPM","16km/h"
"1508970643164","1040RPM","15km/h"
"1508970643272","1021RPM","15km/h"
"1508970643387","994RPM","14km/h"
"1508970643484","996RPM","13km/h"
"1508970643599","1012RPM","13km/h"
"1508970643708","1015RPM","12km/h"
"1508970643799","1027RPM","12km/h"
"1508970643893","1031RPM","12km/h"
"1508970644002","1033RPM","12km/h"
"1508970644130","1021RPM","12km/h"
"1508970644264","1027RPM","12km/h"
"1508970644369","1028RPM","12km/h"
"1508970644460","1043RPM","12km/h"
"1508970644602","1117RPM","12km/h"
"1508970644705","1244RPM","12km/h"
"1508970644801","1362RPM","12km/h"
"1508970644941","1417RPM","12km/h"
"1508970645052","1462RPM","12km/h"
"1508970645149","1577RPM","13km/h"
"1508970645253","1665RPM","13km/h"
"1508970645364","1682RPM","14km/h"
"1508970645459","1710RPM","14km/h"
"1508970645559","1715RPM","15km/h"
"1508970645671","1694RPM","15km/h"
"1508970645778","1651RPM","16km/h"
"1508970645883","1634RPM","16km/h"
"1508970646017","1593RPM","16km/h"
"1508970646115","1575RPM","17km/h"
"1508970646220","1552RPM","17km/h"
"1508970646345","1552RPM","17km/h"
"1508970646466","1571RPM","18km/h"
"1508970646598","1591RPM","18km/h"
"1508970646701","1590RPM","19km/h"
"1508970646846","1562RPM","19km/h"
"1508970646955","1521RPM","20km/h"
"1508970647063","1486RPM","20km/h"
"1508970647188","1448RPM","21km/h"
"1508970647295","1426RPM","21km/h"
"1508970647408","1384RPM","21km/h"
"1508970647554","1319RPM","22km/h"
"1508970647657","1317RPM","22km/h"
"1508970647754","1324RPM","22km/h"
"1508970647851","1322RPM","23km/h"
"1508970647976","1330RPM","23km/h"
"1508970648088","1341RPM","24km/h"
"1508970648188","1331RPM","24km/h"
"1508970648296","1341RPM","24km/h"
"1508970648426","1347RPM","25km/h"
"1508970648525","1345RPM","25km/h"
"1508970648631","1347RPM","25km/h"
"1508970648763","1340RPM","26km/h"
"1508970648882","1351RPM","26km/h"
"1508970648982","1349RPM","26km/h"
"1508970649096","1356RPM","27km/h"
"1508970649200","1356RPM","27km/h"
"1508970649301","1369RPM","28km/h"
"1508970649408","1375RPM","28km/h"
"1508970649533","1395RPM","28km/h"
"1508970649638","1407RPM","29km/h"
"1508970649749","1426RPM","29km/h"
"1508970649840","1431RPM","29km/h"
"1508970649948","1449RPM","30km/h"
"1508970650050","1450RPM","30km/h"
"1508970650163","1460RPM","30km/h"
"1508970650266","1469RPM","31km/h"
"1508970650369","1470RPM","31km/h"
"1508970650470","1484RPM","32km/h"
"1508970650575","1483RPM","32km/h"
"1508970650672","1475RPM","32km/h"
"1508970650796","1470RPM","33km/h"
"1508970650908","1473RPM","33km/h"
"1508970651022","1478RPM","33km/h"
"1508970651149","1458RPM","34km/h"
"1508970651255","1461RPM","34km/h"
"1508970651359","1444RPM","34km/h"
"1508970651475","1450RPM","35km/h"
"1508970651608","1431RPM","35km/h"
"1508970651713","1431RPM","35km/h"
"1508970651810","1410RPM","35km/h"
"1508970651916","1403RPM","36km/h"
"1508970652021","1387RPM","36km/h"
"1508970652121","1371RPM","36km/h"
"1508970652231","1320RPM","36km/h"
"1508970652375","1301RPM","36km/h"
"1508970652473","1283RPM","36km/h"
"1508970652579","1269RPM","37km/h"
"1508970652675","1245RPM","37km/h"
"1508970652800","1246RPM","37km/h"
"1508970652906","1227RPM","37km/h"
"1508970653011","1194RPM","36km/h"
"1508970653136","1224RPM","36km/h"
"1508970653243","1226RPM","36km/h"
"1508970653381","1226RPM","36km/h"
"1508970653509","1200RPM","36km/h"
"1508970653620","1191RPM","35km/h"
"1508970653722","1189RPM","35km/h"
"1508970653851","1190RPM","35km/h"
"1508970653956","1165RPM","35km/h"
"1508970654056","1167RPM","34km/h"
"1508970654177","1166RPM","34km/h"
"1508970654280","1172RPM","34km/h"
"1508970654389","1169RPM","33km/h"
"1508970654486","1184RPM","33km/h"
"1508970654594","1183RPM","32km/h"
"1508970654691","1191RPM","32km/h"
"1508970654786","1187RPM","32km/h"
"1508970654892","1194RPM","31km/h"
"1508970654999","1195RPM","31km/h"
"1508970655096","1196RPM","30km/h"
"1508970655203","1200RPM","30km/h"
"1508970655329","1201RPM","30km/h"
"1508970655418","1203RPM","29km/h"
"1508970655529","1200RPM","29km/h"
"1508970655625","1205RPM","29km/h"
"1508970655728","1201RPM","28km/h"
"1508970655833","1205RPM","28km/h"
"1508970655933","1205RPM","28km/h"
"1508970656030","1198RPM","27km/h"
"1508970656135","1203RPM","26km/h"
"1508970656266","1204RPM","26km/h"
"1508970656386","1202RPM","26km/h"
"1508970656508","1204RPM","25km/h"
"1508970656613","1204RPM","25km/h"
"1508970656710","1206RPM","24km/h"
"1508970656816","1204RPM","24km/h"
"1508970656921","1195RPM","23km/h"
"1508970657050","1193RPM","22km/h"
"1508970657158","1180RPM","22km/h"
"1508970657265","1175RPM","21km/h"
"1508970657361","1162RPM","20km/h"
"1508970657459","1162RPM","20km/h"
"1508970657564","1143RPM","19km/h"
"1508970657685","1049RPM","18km/h"
"1508970657793","1000RPM","18km/h"
"1508970657891","1158RPM","17km/h"
"1508970657994","1197RPM","17km/h"
"1508970658128","1181RPM","16km/h"
"1508970658231","1169RPM","16km/h"
"1508970658358","1137RPM","15km/h"
"1508970658461","1119RPM","15km/h"
"1508970658603","1104RPM","14km/h"
"1508970658701","1088RPM","13km/h"
"1508970658802","1078RPM","13km/h"
"1508970658910","1061RPM","12km/h"
"1508970659013","1022RPM","12km/h"
"1508970659123","1007RPM","11km/h"
"1508970659228","980RPM","11km/h"
"1508970659322","962RPM","10km/h"
"1508970659423","934RPM","10km/h"
"1508970659560","905RPM","9km/h"
"1508970659684","882RPM","8km/h"
"1508970659785","860RPM","8km/h"
"1508970659887","860RPM","7km/h"
"1508970659982","841RPM","7km/h"
"1508970660088","823RPM","6km/h"
"1508970660224","798RPM","6km/h"
"1508970660321","782RPM","5km/h"
"1508970660446","764RPM","5km/h"
"1508970660553","749RPM","4km/h"
"1508970660645","744RPM","4km/h"
"1508970660753","743RPM","3km/h"
"1508970660852","741RPM","3km/h"
"1508970660944","743RPM","2km/h"
"1508970661075","739RPM","2km/h"
"1508970661170","737RPM","2km/h"
"1508970661272","735RPM","1km/h"
"1508970661375","733RPM","0km/h"
"1508970661485","729RPM","0km/h"
"1508970661576","738RPM","0km/h"
"1508970661706","731RPM","0km/h"
"1508970661809","728RPM","0km/h"
"1508970661930","731RPM","0km/h"
"1508970662035","736RPM","0km/h"
"1508970662139","735RPM","0km/h"
"1508970662237","742RPM","0km/h"
"1508970662345","745RPM","0km/h"
"1508970662450","743RPM","0km/h"
"1508970662548","744RPM","0km/h"
"1508970662653","742RPM","0km/h"
"1508970662752","746RPM","0km/h"
"1508970662848","748RPM","0km/h"
"1508970662955","752RPM","0km/h"
"1508970663054","751RPM","0km/h"
"1508970663153","750RPM","0km/h"
"1508970663256","753RPM","0km/h"
"1508970663366","754RPM","0km/h"
"1508970663465","754RPM","0km/h"
"1508970663595","758RPM","0km/h"
"1508970663692","756RPM","0km/h"
"1508970663790","751RPM","0km/h"
"1508970663895","743RPM","0km/h"
"1508970663992","743RPM","0km/h"
"1508970664090","745RPM","0km/h"
"1508970664195","742RPM","0km/h"
"1508970664301","742RPM","0km/h"
"1508970664426","742RPM","0km/h"
"1508970664562","738RPM","0km/h"
"1508970664665","740RPM","0km/h"
"1508970664768","742RPM","0km/h"
"1508970664874","741RPM","0km/h"
"1508970664972","743RPM","0km/h"
"1508970665066","742RPM","0km/h"
"1508970665173","733RPM","0km/h"
"1508970665275","731RPM","0km/h"
"1508970665398","728RPM","0km/h"
"1508970665520","727RPM","0km/h"
"1508970665654","734RPM","0km/h"
"1508970665751","738RPM","0km/h"
"1508970665857","730RPM","0km/h"
"1508970665962","731RPM","0km/h"
"1508970666056","729RPM","0km/h"
"1508970666170","730RPM","0km/h"
"1508970666270","734RPM","0km/h"
"1508970666373","734RPM","0km/h"
"1508970666479","733RPM","0km/h"
"1508970666586","730RPM","0km/h"
"1508970666681","723RPM","0km/h"
"1508970666799","723RPM","0km/h"
"1508970666901","732RPM","0km/h"
"1508970667022","734RPM","0km/h"
"1508970667128","734RPM","0km/h"
"1508970667230","727RPM","0km/h"
"1508970667330","723RPM","0km/h"
"1508970667436","725RPM","0km/h"
"1508970667532","730RPM","0km/h"
"1508970667635","730RPM","0km/h"
"1508970667739","730RPM","0km/h"
"1508970667844","729RPM","0km/h"
"1508970667935","726RPM","0km/h"
"1508970668069","721RPM","0km/h"
"1508970668170","724RPM","0km/h"
"1508970668270","730RPM","0km/h"
"1508970668375","720RPM","0km/h"
"1508970668487","714RPM","0km/h"
"1508970668584","709RPM","0km/h"
"1508970668691","706RPM","0km/h"
"1508970668804","702RPM","0km/h"
"1508970668898","706RPM","0km/h"
"1508970669013","707RPM","0km/h"
"1508970669114","715RPM","0km/h"
"1508970669235","714RPM","0km/h"
"1508970669357","711RPM","0km/h"
"1508970669468","710RPM","0km/h"
"1508970669566","706RPM","0km/h"
"1508970669672","713RPM","0km/h"
"1508970669775","714RPM","0km/h"
"1508970669869","718RPM","0km/h"
"1508970669971","709RPM","0km/h"
"1508970670078","708RPM","0km/h"
"1508970670196","695RPM","0km/h"
"1508970670298","699RPM","0km/h"
"1508970670409","708RPM","0km/h"
"1508970670503","709RPM","0km/h"
"1508970670610","714RPM","0km/h"
"1508970670713","706RPM","0km/h"
"1508970670813","712RPM","0km/h"
"1508970670918","708RPM","0km/h"
"1508970671043","709RPM","0km/h"
"1508970671150","711RPM","0km/h"
"1508970671255","690RPM","0km/h"
"1508970671362","672RPM","0km/h"
"1508970671486","672RPM","0km/h"
"1508970671598","662RPM","0km/h"
"1508970671699","670RPM","0km/h"
"1508970671828","690RPM","0km/h"
"1508970671935","697RPM","0km/h"
"1508970672030","707RPM","0km/h"
"1508970672135","718RPM","0km/h"
"1508970672243","712RPM","0km/h"
"1508970672359","723RPM","0km/h"
"1508970672455","720RPM","0km/h"
"1508970672558","718RPM","0km/h"
"1508970672661","709RPM","0km/h"
"1508970672785","710RPM","0km/h"
"1508970672915","709RPM","0km/h"
"1508970673011","710RPM","0km/h"
"1508970673108","708RPM","0km/h"
"1508970673204","710RPM","0km/h"
"1508970673333","706RPM","0km/h"
"1508970673430","702RPM","0km/h"
"1508970673535","698RPM","0km/h"
"1508970673641","703RPM","0km/h"
"1508970673788","703RPM","0km/h"
"1508970673897","709RPM","0km/h"
"1508970674007","706RPM","0km/h"
"1508970674103","704RPM","0km/h"
"1508970674213","705RPM","0km/h"
"1508970674310","708RPM","0km/h"
"1508970674432","707RPM","0km/h"
